"token","lsd","n"
"masters",0,2
"mathematical",0,2
"mathematics",0,2
"mature",1,2
"maximising",0,2
"mechanics",0,2
"menezes",0,2
"mentally",0,2
"mersey",0,2
"mighty",0,2
"migrant",0,2
"migrants",0,2
"millions",0,2
"miscarriage",-1,2
"mischievous",-1,2
"misconception",0,2
"miserable",-1,2
"misfortune",-1,2
"misses",0,2
"mission",0,2
"mistakes",-1,2
"misunderstood",0,2
"mitochondria",0,2
"mode",0,2
"moderate",1,2
"moments",0,2
"momentum",0,2
"monmouth",0,2
"months.i",0,2
"morale",1,2
"morning's",0,2
"mornings",0,2
"motivate",0,2
"motivated",0,2
"motives",0,2
"motor",0,2
"motorcycle",0,2
"motorcycling",0,2
"motorways",0,2
"mrsa",0,2
"mugged",0,2
"mull",0,2
"museum",0,2
"nail",0,2
"nairn",0,2
"narrower",0,2
"nationalist",0,2
"nationalists",0,2
"naval",0,2
"nearest",0,2
"necessity",0,2
"necks",0,2
"negotiator",0,2
"nervous",-1,2
"nervousness",-1,2
"newington",0,2
"nobel",0,2
"noise",0,2
"norfolk",0,2
"norway",0,2
"nose",0,2
"nottinghamshire",0,2
"nuance",0,2
"nuremberg",0,2
"nurse",0,2
"obama",0,2
"objecting",0,2
"obliged",1,2
"obscene",-1,2
"obsessed",0,2
"obsession",0,2
"obstacle",-1,2
"obtained",1,2
"occupants",0,2
"occupied",0,2
"occurring",0,2
"odds",0,2
"odious",-1,2
"ofcom's",0,2
"offers",0,2
"office's",0,2
"ofsted",0,2
"oliver",0,2
"one's",0,2
"onwards",1,2
"opposing",-1,2
"ordinate",0,2
"ordination",0,2
"organising",0,2
"orkney",0,2
"outbreak",0,2
"outcomes",0,2
"outdated",0,2
"outset",0,2
"overcrowded",-1,2
"overdue",0,2
"overlooked",-1,2
"overruled",0,2
"overruns",-1,2
"oversight",-1,2
"overstated",0,2
"owner",0,2
"owns",0,2
"pace",0,2
"painfully",-1,2
"palace",1,2
"paperwork",0,2
"parallel",0,2
"paramilitary",0,2
"paramount",1,2
"paraphrase",0,2
"pardon",1,2
"parenting",0,2
"paris",0,2
"parking",0,2
"parks",0,2
"parlance",0,2
"participated",0,2
"passes",0,2
"patch",0,2
"patrick",0,2
"pause",0,2
"payers",0,2
"pays",0,2
"pcsos",0,2
"peculiar",-1,2
"penalise",0,2
"pent",0,2
"perform",0,2
"performed",0,2
"periods",0,2
"permissive",1,2
"permitting",0,2
"phones",0,2
"picking",0,2
"pii",0,2
"pin",0,2
"ping",0,2
"planet",0,2
"plants",0,2
"platform",0,2
"pleasing",1,2
"pledges",1,2
"plucked",0,2
"pnc",0,2
"poem",0,2
"point.rose",0,2
"poland",0,2
"policemen",0,2
"pollution",-1,2
"pomposity",-1,2
"pong",0,2
"pontefract",0,2
"pontypridd",0,2
"poole",0,2
"pooling",0,2
"pop",0,2
"pornography",0,2
"portcullis",0,2
"portion",0,2
"ports",0,2
"posed",0,2
"positioning",0,2
"possibilities",0,2
"posts",0,2
"ppss",0,2
"practicalities",1,2
"practicality",1,2
"praise",1,2
"preaches",0,2
"preceding",0,2
"predicated",0,2
"predominantly",0,2
"preferences",1,2
"prejudice",-1,2
"prejudices",-1,2
"premise",0,2
"prepare",0,2
"prerogative",0,2
"preserving",0,2
"presiding",0,2
"pretence",0,2
"principally",0,2
"principled",1,2
"prioritise",0,2
"privacy",0,2
"prize",1,2
"prizes",1,2
"problem.i",0,2
"procurement",0,2
"professional",0,2
"professionals",0,2
"professors",0,2
"progressive",1,2
"prominent",1,2
"proportionality",0,2
"prosecutors",0,2
"prospectus",0,2
"proves",0,2
"pub",0,2
"pulled",0,2
"pulling",0,2
"punish",-1,2
"punished",-1,2
"punishing",-1,2
"punishments",-1,2
"punters",0,2
"purely",0,2
"pursuant",0,2
"puzzled",-1,2
"qualification",0,2
"qualifies",0,2
"quango",0,2
"queen",0,2
"query",0,2
"questioning",0,2
"queue",0,2
"quo",0,2
"quoting",0,2
"r's",0,2
"radically",0,2
"railroaded",0,2
"railtrack",0,2
"rang",0,2
"rapidly",0,2
"ratchet",0,2
"ratified",0,2
"ratify",0,2
"rationale",0,2
"rda",0,2
"rdas",0,2
"realised",0,2
"reaper",0,2
"rebalance",0,2
"rebalancing",0,2
"rebuilding",0,2
"rebuilt",0,2
"receding",-1,2
"reciprocal",0,2
"recovered",1,2
"redundancy",-1,2
"referral",0,2
"reflected",0,2
"reformed",0,2
"reformers",0,2
"refugees",0,2
"refusing",-1,2
"regain",0,2
"regimes",0,2
"registers",0,2
"registrars",0,2
"regressive",-1,2
"regrettably",-1,2
"regulated",0,2
"regulating",0,2
"rehearsing",0,2
"reinforcing",1,2
"reinstate",1,2
"reintroduce",0,2
"rejection",-1,2
"relative",0,2
"relatives",0,2
"reliance",0,2
"reliefs",1,2
"relieve",1,2
"remained",0,2
"remarkable",1,2
"remarkably",1,2
"remedy",1,2
"reminding",0,2
"removes",0,2
"renaming",0,2
"renegotiate",0,2
"renewable",0,2
"rented",0,2
"reopened",0,2
"repayments",0,2
"repealing",-1,2
"repeated",0,2
"replacing",0,2
"report.the",0,2
"reporting",0,2
"republicans",0,2
"reputation",0,2
"requested",0,2
"resented",-1,2
"resettled",0,2
"resettlement",0,2
"residence",0,2
"resignation",-1,2
"respectful",1,2
"responded",0,2
"responding",0,2
"resumed",0,2
"retains",0,2
"retake",0,2
"rethinking",0,2
"retirement",0,2
"retrospectively",0,2
"retrospectivity",0,2
"reveal",0,2
"revealing",0,2
"reversed",0,2
"revising",0,2
"reward",1,2
"richest",1,2
"richly",1,2
"rights.the",0,2
"rigidity",-1,2
"ringing",0,2
"riots",0,2
"ripe",1,2
"robert",0,2
"rolling",0,2
"rome",0,2
"root",0,2
"rooted",0,2
"ross",0,2
"rotten",-1,2
"routes",0,2
"rtm",0,2
"ruling",0,2
"rurality",0,2
"rushcliffe",0,2
"rushing",0,2
"sack",0,2
"sacked",0,2
"safeguarding",1,2
"salary",0,2
"sales",0,2
"salient",0,2
"salt",0,2
"salvation",1,2
"sand",0,2
"satisfactorily",1,2
"satisfy",1,2
"satisfying",1,2
"saviour",0,2
"scaremongering",0,2
"scattered",0,2
"scene",0,2
"school.i",0,2
"sciences",0,2
"scientist",0,2
"scilly",0,2
"scoring",0,2
"scotland's",0,2
"scots",0,2
"scourge",-1,2
"screwing",-1,2
"scrutinising",0,2
"seattle",0,2
"sectors",0,2
"securing",1,2
"sedentary",-1,2
"selective",0,2
"senator",0,2
"seniority",0,2
"sensibly",0,2
"separately",0,2
"servant",0,2
"servants",0,2
"servicemen",0,2
"severely",-1,2
"sexually",0,2
"shakes",-1,2
"shaking",-1,2
"shameful",-1,2
"shape",0,2
"sharing",0,2
"sheaves",0,2
"sheet",0,2
"sheriff",0,2
"shetland",0,2
"shifted",0,2
"shock",-1,2
"shortest",0,2
"shoulder",0,2
"shouldered",0,2
"sibling",0,2
"siemens",0,2
"signatories",0,2
"silly",0,2
"sincerely",1,2
"skill",1,2
"skin",0,2
"slight",0,2
"slightest",0,2
"slippery",-1,2
"slowly",0,2
"snow",0,2
"soham",0,2
"solihull",0,2
"solve",0,2
"solved",0,2
"son",0,2
"sorting",0,2
"spanish",0,2
"specifics",0,2
"speculate",0,2
"speculation",0,2
"speedily",0,2
"speeding",0,2
"spends",0,2
"sphere",0,2
"spin",0,2
"split",0,2
"sporting",0,2
"squeeze",0,2
"stabilisers",1,2
"stack",0,2
"staging",0,2
"stain",0,2
"stamp",0,2
"standpoint",0,2
"standstill",-1,2
"starving",-1,2
"statistic",0,2
"statutes",0,2
"stayed",0,2
"staying",0,2
"stays",0,2
"steady",1,2
"sterling",0,2
"stoate",0,2
"strathspey",0,2
"streams",0,2
"strengthened",1,2
"stretch",0,2
"strict",-1,2
"strip",0,2
"striving",0,2
"struggle",-1,2
"stuff",0,2
"subjected",0,2
"submerged",0,2
"submissions",0,2
"subordinate",0,2
"subscribe",0,2
"subsidy",0,2
"succeeded",1,2
"sue",0,2
"suffragettes",0,2
"summarise",0,2
"super",1,2
"superior",1,2
"supermarket",0,2
"supervision",0,2
"supplement",0,2
"surrounding",0,2
"suspending",0,2
"sustain",1,2
"sustainability",1,2
"sustained",1,2
"swift",0,2
"swiftly",0,2
"swindon",0,2
"swing",0,2
"tactic",0,2
"tactical",0,2
"tactics",0,2
"tamworth",0,2
"targeting",0,2
"taught",0,2
"taxed",0,2
"taxpayer's",0,2
"tayside",0,2
"teams",0,2
"technicalities",0,2
"teenagers",0,2
"temperatures",0,2
"tenants",0,2
"tendencies",0,2
"tendering",0,2
"tension",-1,2
"tenure",0,2
"termed",0,2
"terribly",-1,2
"territory",0,2
"testing",0,2
"thanet",0,2
"thanking",1,2
"theatre",0,2
"them.i",0,2
"theme",0,2
"there.the",0,2
"thin",0,2
"things.the",0,2
"thomas",0,2
"thompson",0,2
"thread",0,2
"threaten",-1,2
"threatening",-1,2
"throws",0,2
"ticket",0,2
"tie",0,2
"tier",0,2
"tiers",0,2
"tightening",0,2
"tighter",0,2
"tightly",0,2
"tirelessly",1,2
"tiverton",0,2
"tolerate",1,2
"tone",0,2
"tonight's",0,2
"too.i",0,2
"towns",0,2
"toxic",-1,2
"tracking",0,2
"traditional",0,2
"transferring",0,2
"transition",0,2
"transmitted",0,2
"transportation",0,2
"trapped",-1,2
"travels",0,2
"treasure",1,2
"treasury's",0,2
"trees",0,2
"trends",0,2
"trespass",-1,2
"trials",0,2
"tricks",-1,2
"trident",0,2
"trigger",0,2
"tripling",0,2
"trips",0,2
"trustee",0,2
"tuesday",0,2
"turkey",0,2
"turkey's",0,2
"turnouts",0,2
"twickenham",0,2
"tyranny",-1,2
"unaccountable",-1,2
"unambiguous",0,2
"uncertain",-1,2
"unclear",-1,2
"uncomfortable",-1,2
"uncontrolled",-1,2
"unconvinced",0,2
"underfunding",0,2
"underground",0,2
"underlie",0,2
"underline",0,2
"underlying",0,2
"underpins",0,2
"understandable",1,2
"understandably",1,2
"undisciplined",0,2
"undoubted",1,2
"undue",-1,2
"unequal",-1,2
"unequivocal",0,2
"unfettered",0,2
"uniform",0,2
"unilaterally",0,2
"unintended",0,2
"unionists",0,2
"unpleasant",-1,2
"unreported",0,2
"unsuitable",0,2
"unwillingness",-1,2
"updated",0,2
"upheld",0,2
"uphold",1,2
"ups",0,2
"urgency",0,2
"users",0,2
"uttered",0,2
"vaccination",0,2
"valley",0,2
"van",0,2
"vandalism",0,2
"variable",0,2
"venables",0,2
"ventures",0,2
"vets",0,2
"vickers",0,2
"victim's",-1,2
"video",0,2
"vigilant",1,2
"vigorous",1,2
"visitor",0,2
"visitors",0,2
"visits",0,2
"vitally",1,2
"waging",0,2
"walked",0,2
"walker",0,2
"walks",0,2
"wallington",0,2
"walton",0,2
"want.i",0,2
"warmer",1,2
"warning",-1,2
"waspi",0,2
"watercress",0,2
"wave",0,2
"waving",0,2
"wealth",1,2
"wealthy",1,2
"weariness",-1,2
"website",0,2
"welcomes",1,2
"welcoming",1,2
"wheeze",0,2
"whim",0,2
"wholesale",0,2
"widows",0,2
"winchester",-1,2
"windows",0,2
"winds",0,2
"winston",0,2
"withdrew",0,2
"wives",0,2
"wondered",0,2
"wood",0,2
"woodford",0,2
"woodlands",0,2
"worthing",1,2
"worthwhile",1,2
"worthy",1,2
"wreck",-1,2
"wrongly",-1,2
"xenophobia",-1,2
"yellow",0,2
"0",0,1
"0.34",0,1
"0.37",0,1
"0.7",0,1
"04",0,1
"08",0,1
"09",0,1
"1,150",0,1
"1,353",0,1
"1,753",0,1
"1.27",0,1
"1.5",0,1
"1.7",0,1
"100,000",0,1
"101",0,1
"103",0,1
"105",0,1
"106",0,1
"109",0,1
"113",0,1
"115",0,1
"122",0,1
"124",0,1
"125",0,1
"125,500",0,1
"127,158",0,1
"128",0,1
"128,280",0,1
"129",0,1
"1297",0,1
"130",0,1
"130,000",0,1
"1362",0,1
"1392",0,1
"140,000",0,1
"15,000",0,1
"150",0,1
"150,000",0,1
"15p",0,1
"160",0,1
"161",0,1
"1619",0,1
"164",0,1
"173",0,1
"1850s",0,1
"1859",0,1
"1860s",0,1
"1861",0,1
"1870",0,1
"1880s",0,1
"19,000",0,1
"1907",0,1
"1911",0,1
"1915",0,1
"192",0,1
"1932",0,1
"1934",0,1
"1944",0,1
"1945",0,1
"1965",0,1
"1968",0,1
"1972",0,1
"1977",0,1
"1980",0,1
"1995",0,1
"1999",0,1
"2.1.7",0,1
"2.3",0,1
"2.5",0,1
"2.9",0,1
"200,000",0,1
"2002",0,1
"2006but",0,1
"201",0,1
"2014",0,1
"2019",0,1
"2020",0,1
"2030",0,1
"205",0,1
"207",0,1
"21,000",0,1
"217",0,1
"23",0,1
"24.4",0,1
"244",0,1
"250",0,1
"25p",0,1
"25th",0,1
"26.5",0,1
"2796",0,1
"28,770",0,1
"3,600",0,1
"3,800",0,1
"3.30",0,1
"30p",0,1
"30s",0,1
"331",0,1
"35,000",0,1
"355",0,1
"36,000",0,1
"365",0,1
"37a",0,1
"39",0,1
"4,500",0,1
"40p",0,1
"41",0,1
"43,000",0,1
"46",0,1
"48.4",0,1
"4th",0,1
"5,000",0,1
"5,900",0,1
"5.30",0,1
"50,000",0,1
"50s",0,1
"51",0,1
"54",0,1
"55",0,1
"56,000",0,1
"57",0,1
"58",0,1
"580",0,1
"59",0,1
"6.15",0,1
"6.6",0,1
"6.8",0,1
"6.842",0,1
"60,000",0,1
"60s",0,1
"612",0,1
"625",0,1
"62b",0,1
"647",0,1
"648",0,1
"649",0,1
"66,500",0,1
"68",0,1
"69",0,1
"69p",0,1
"7,500",0,1
"7.9",0,1
"72",0,1
"74",0,1
"750,000",0,1
"75s",0,1
"76",0,1
"77",0,1
"788",0,1
"798",0,1
"7th",0,1
"8.5",0,1
"800,000",0,1
"82",0,1
"83",0,1
"85,000",0,1
"87.692307",0,1
"8th",0,1
"9,000",0,1
"900",0,1
"90s",0,1
"95",0,1
"95p",0,1
"97",0,1
"98",0,1
"986,000",0,1
"99",0,1
"99.6",0,1
"ab",0,1
"abate",0,1
"abatement",0,1
"abbot",0,1
"abbots",0,1
"abbreviated",0,1
"aberdeenshire",0,1
"abhorrent",-1,1
"abided",0,1
"abiding",0,1
"abnormality",-1,1
"abolishes",-1,1
"abomination",-1,1
"about.the",0,1
"abrogated",0,1
"absent",-1,1
"absenteeism",-1,1
"absolutist",0,1
"abstaining",0,1
"abstention",0,1
"abstract",0,1
"abstraction",0,1
"abstruse",-1,1
"abusers",-1,1
"abuses",-1,1
"abusive",-1,1
"abuts",0,1
"accelerate",0,1
"accessible",1,1
"accidental",-1,1
"accidentally",-1,1
"accidents",-1,1
"accompanying",0,1
"accorded",1,1
"accountability.does",1,1
"accountant",0,1
"accountants",0,1
"accounted",0,1
"accounting",0,1
"accrues",1,1
"accumulated",0,1
"achievable",1,1
"achieve.the",1,1
"achievement",1,1
"achieves",1,1
"achilles",0,1
"acknowledges",0,1
"acpo's",0,1
"acquainted",0,1
"acrimony",-1,1
"act.that",0,1
"act.the",0,1
"action.i",0,1
"activated",0,1
"activist",0,1
"activists",0,1
"acutely",0,1
"adamantly",0,1
"adams",0,1
"adapted",0,1
"addiction",-1,1
"adept",1,1
"adequate.further",1,1
"adhering",0,1
"adjourned",0,1
"adjournment",0,1
"administer",0,1
"administrations.across",0,1
"administrators",0,1
"admirably",1,1
"admiral",0,1
"admire",1,1
"admiring",1,1
"admissibility",0,1
"admitting",1,1
"admixed",0,1
"adults",0,1
"advancement",1,1
"advantageous",1,1
"adventures",1,1
"adversarial",-1,1
"advertisement",0,1
"advertiser",0,1
"adverts",0,1
"advisability",1,1
"affair",0,1
"affairs.the",0,1
"affiliation.on",0,1
"affinity",1,1
"affirm",1,1
"affirming",1,1
"affluent",1,1
"afforded",1,1
"affording",1,1
"affray",0,1
"affront",-1,1
"afghanistan",0,1
"afterthoughts",0,1
"afterwards.i",0,1
"again.the",0,1
"agency's",0,1
"agendas",0,1
"agent",0,1
"aggrandisement",0,1
"aggravate",-1,1
"aggravating",-1,1
"aggregating",0,1
"aggregation",0,1
"aggression",-1,1
"aggressively",-1,1
"aggressor",-1,1
"ago.that",0,1
"agreement.in",1,1
"ailing",-1,1
"aintree",0,1
"aircraft",0,1
"aircraftman",0,1
"airman",0,1
"airmen",0,1
"airy",0,1
"akin",0,1
"alan",0,1
"alarms",-1,1
"alastair",0,1
"albert",0,1
"alchemy",0,1
"alcoholic",0,1
"alderman",0,1
"aldershot",0,1
"alexander",0,1
"algebra",0,1
"alibi",0,1
"alice",0,1
"alienating",-1,1
"alienation",-1,1
"allege",-1,1
"alliance",1,1
"allied",1,1
"allies",0,1
"allotted",0,1
"alluded",0,1
"alone.excuse",0,1
"along.i",0,1
"already.i",0,1
"already.the",0,1
"altar",0,1
"alteration",0,1
"alterations",0,1
"altered",0,1
"altering",0,1
"alternatively",0,1
"altmann",0,1
"amazed",1,1
"amazement",1,1
"amazingly",1,1
"ambit",0,1
"ambition",0,1
"ambitions",0,1
"ambitious",0,1
"ambush",-1,1
"amendable",0,1
"amendment.i",0,1
"amendment.rose",0,1
"amendment.the",0,1
"amendment's",0,1
"amendments.my",0,1
"amendments.will",0,1
"amends",1,1
"amersham.in",0,1
"amex",0,1
"amid",0,1
"amidst",0,1
"ammunition",0,1
"amnesia",-1,1
"amorphous",0,1
"ample",1,1
"amplifies",1,1
"analogy",0,1
"analyse",0,1
"analysed",0,1
"ancestor",0,1
"anderson",0,1
"andrew",0,1
"andrews",0,1
"andy",0,1
"anecdotal",0,1
"anecdotally",0,1
"angel",1,1
"angels",1,1
"angered",-1,1
"angina",0,1
"angus",0,1
"animal's",0,1
"annals",0,1
"annexe",0,1
"annexed",0,1
"anniesland",0,1
"anniversary",0,1
"announce",0,1
"annoyed",-1,1
"annually",0,1
"anomaly",0,1
"anonymised",0,1
"anonymous",0,1
"another.i",0,1
"answer.the",0,1
"antagonistic",-1,1
"anthem",0,1
"anthony",0,1
"anticipates",0,1
"antiseptic",1,1
"antithesis",-1,1
"antrim",0,1
"anyway.thank",0,1
"apartheid",0,1
"aplastic",0,1
"apologetic",1,1
"appalled",-1,1
"appeal's",0,1
"appealing",0,1
"appellate",0,1
"appliances",0,1
"applicability",0,1
"applicants",0,1
"apply.my",0,1
"apply.the",0,1
"appointing",0,1
"appreciates",1,1
"appreciating",1,1
"appreciatively",1,1
"apprehended",1,1
"apprenticeship",0,1
"apprised",0,1
"approach.who",0,1
"approaches",0,1
"approves",1,1
"approximately",0,1
"aptly",1,1
"arabia",0,1
"arbiters",0,1
"arbitrage",0,1
"archbishop",0,1
"are.yes",0,1
"area.the",0,1
"areas.clearly",0,1
"areas.does",0,1
"argentina",0,1
"arguable",0,1
"argument.i",-1,1
"argument.if",-1,1
"argument.that",-1,1
"argyll",0,1
"aristocracy",1,1
"armament",0,1
"armies",0,1
"army.does",0,1
"arrange",0,1
"arranged",0,1
"arrestment",0,1
"arrivals",0,1
"arsenal",0,1
"arson",0,1
"artful",1,1
"articles.i",0,1
"articulately",0,1
"articulation",0,1
"ascended",0,1
"ascertain",0,1
"ascertaining",0,1
"asda",0,1
"ashes",0,1
"ashfield",0,1
"ashton",0,1
"asia",0,1
"aside.the",0,1
"askance",0,1
"asparagus",0,1
"aspersions",0,1
"aspirational",1,1
"assaulting",-1,1
"assembled",0,1
"assentmy",1,1
"asserting",1,1
"asserts",1,1
"asses",-1,1
"assiduous",1,1
"assumes",0,1
"astonishingly",0,1
"astounding",0,1
"asymmetric",0,1
"atheist",0,1
"atkin",0,1
"attendance.my",0,1
"attest",0,1
"attitudes",0,1
"attractions",1,1
"attractiveness",1,1
"attrition",0,1
"au",0,1
"audience",0,1
"audience.if",0,1
"audited",0,1
"audition",0,1
"august",0,1
"auld's",0,1
"austere",-1,1
"austerity",-1,1
"author",0,1
"authorises",0,1
"authorising",0,1
"authoritarian",-1,1
"authoritarianism",0,1
"authority.i",0,1
"authority's",0,1
"authors",0,1
"auto",0,1
"automated",0,1
"autonomy",1,1
"availability",0,1
"available.we",0,1
"avoiding",-1,1
"avoids",-1,1
"await",0,1
"awaited",0,1
"awaiting",0,1
"awake",0,1
"away.the",0,1
"axis",0,1
"aye",0,1
"ayrshire",0,1
"babies",0,1
"backdated",0,1
"backdrop",0,1
"backgrounds",0,1
"backstop",0,1
"backward",-1,1
"backyards",0,1
"badge",0,1
"bags",0,1
"bahareh",0,1
"bail",-1,1
"bail.i",0,1
"bailey",0,1
"balances",1,1
"baldwin",0,1
"balloon",0,1
"ballynafeigh",0,1
"balmy",1,1
"bands",0,1
"bandy",0,1
"bandying",0,1
"bank's",0,1
"banknotes",0,1
"banquo",0,1
"bargain",0,1
"bargaining",0,1
"barlex",0,1
"barmy",0,1
"barnett",0,1
"barnsley",0,1
"barrier",0,1
"barristers",0,1
"barrow",0,1
"bart's",0,1
"barts",0,1
"baseball",0,1
"baseline",0,1
"basics",0,1
"basildon",0,1
"basing",0,1
"basked",0,1
"bassetlaw",0,1
"bates",0,1
"bathwater",0,1
"battleground",0,1
"battlers",0,1
"bb",0,1
"bc",0,1
"bcs",0,1
"be.that",0,1
"beach",0,1
"beam",0,1
"bearable",0,1
"bearing",0,1
"beat.does",0,1
"beaten",-1,1
"beating",-1,1
"beauty",1,1
"beckham",0,1
"bedevilled",-1,1
"bedford",0,1
"bedrock",0,1
"beeston",0,1
"before.i",0,1
"before.it",0,1
"before.rose",0,1
"begins",0,1
"behaviour.i",0,1
"behavioural",0,1
"behind.small",0,1
"behold",0,1
"beholden",0,1
"belgian",0,1
"belgium",0,1
"belies",0,1
"believe.i",0,1
"believer",0,1
"believing",0,1
"belinda",0,1
"belittle",-1,1
"belittled",-1,1
"belly",0,1
"belonging",0,1
"belts",0,1
"bend",0,1
"beneath",0,1
"benefactor",1,1
"benevolent",1,1
"bengali",0,1
"benn",0,1
"bennett",0,1
"bennett's",0,1
"bent",0,1
"bereaved",-1,1
"bernard",0,1
"bespoke",0,1
"best.it",0,1
"beta",0,1
"betrayal.i",-1,1
"betraying",-1,1
"better.without",0,1
"bev",0,1
"bev's",0,1
"beverley",0,1
"bewildered",-1,1
"bible",0,1
"bicameral",0,1
"bids",0,1
"bikes",0,1
"bilateral",0,1
"bill.a",0,1
"bill.does",0,1
"bill.rose",0,1
"bill.the",0,1
"bill.well",0,1
"billion",0,1
"bin",0,1
"biodiversity",0,1
"bioindustry",0,1
"biometrics",0,1
"bipartisan",0,1
"bipartisanship",0,1
"birds",0,1
"birth",0,1
"bis",0,1
"bishopton",0,1
"bite",-1,1
"bitter",-1,1
"bitterly",-1,1
"blaby",0,1
"blackburn",0,1
"blackfan",0,1
"blackmail",-1,1
"blackstone",0,1
"blaenau",0,1
"blamed",-1,1
"blaming",0,1
"blanchflower",-1,1
"blasphemy",-1,1
"blatantly",-1,1
"bleak",-1,1
"blench",0,1
"blessed",1,1
"blessing",1,1
"blights",0,1
"blinds",-1,1
"blissfully",1,1
"blitz",0,1
"block",-1,1
"blockade",0,1
"blockages",-1,1
"blocks",-1,1
"bloggs",0,1
"blond",0,1
"bloodlines",-1,1
"bloody",-1,1
"blow",-1,1
"blowing",0,1
"blows",-1,1
"blue",0,1
"blunt",-1,1
"bluntly",-1,1
"bnfl",0,1
"boards",0,1
"boards.the",0,1
"boasting",-1,1
"boats",0,1
"bob",0,1
"bobby",0,1
"bogged",-1,1
"bolsover",0,1
"bolsters",1,1
"bolton",-1,1
"bolts",-1,1
"bomb",-1,1
"bombarding",-1,1
"bombshell",0,1
"bona",0,1
"bond",0,1
"bonfire",0,1
"bono",0,1
"bonuses.let",0,1
"boo",-1,1
"booklet",0,1
"booming",0,1
"boon",1,1
"boots",0,1
"bore",-1,1
"boring",-1,1
"borrowed",0,1
"borrowing",0,1
"borrowings",0,1
"borstals",0,1
"bosses",0,1
"botch",-1,1
"bothering",-1,1
"bottle",0,1
"bottomless",0,1
"bowling",0,1
"boxer",0,1
"boxes",0,1
"braces",0,1
"bradford",0,1
"braine",0,1
"brains",0,1
"brave",1,1
"bravely",1,1
"brazil",0,1
"breached",-1,1
"bread",0,1
"breadline",0,1
"breadwinner",0,1
"breakage",-1,1
"breakneck",0,1
"breathing",0,1
"breed",0,1
"breeds",0,1
"brentford",0,1
"brevity",0,1
"brian",0,1
"briefed",0,1
"brigade",0,1
"brigades",0,1
"brigg",0,1
"brilliant",1,1
"brilliantly",1,1
"britain's",0,1
"britannia",0,1
"broadcasters.does",0,1
"broadcasting.when",0,1
"broadest",0,1
"broadsheet",0,1
"brother",0,1
"brothers",0,1
"browbeaten",-1,1
"brown",0,1
"bruce",0,1
"bruising",-1,1
"bsf",0,1
"bubble",0,1
"bucket",0,1
"buckinghamshire",0,1
"budgeting",0,1
"building's",0,1
"bulk",0,1
"bullet",-1,1
"bullies",-1,1
"bumping",0,1
"bunch",0,1
"bundesverband",0,1
"bungalows",0,1
"burdened",-1,1
"burdensome",-1,1
"burglars",-1,1
"burma",0,1
"burned",-1,1
"burning",-1,1
"burnish",0,1
"bursars",0,1
"bursary",0,1
"bursts",0,1
"burton",0,1
"bush",0,1
"bushels",0,1
"butler",0,1
"buyers",0,1
"buys",0,1
"buzz",0,1
"buzzing",0,1
"bypassing",0,1
"cab",0,1
"cabs",0,1
"caerphilly",0,1
"caesar",0,1
"cake",0,1
"calculating",0,1
"caledonian",0,1
"callaghan",0,1
"calm",1,1
"calmer",1,1
"camborne",0,1
"cambridge.does",0,1
"camera",0,1
"cameras",0,1
"camhs",0,1
"camila",0,1
"campaigners",0,1
"camps",0,1
"canard",0,1
"canary",0,1
"cancun",0,1
"candid",1,1
"candidates.i",0,1
"candle",0,1
"candour",1,1
"canteen",0,1
"canterbury",0,1
"canvassed",0,1
"capitals",0,1
"capture",0,1
"cardinal",0,1
"cardiopulmonary",0,1
"caretakers",0,1
"carpathia",0,1
"carrington",0,1
"carrots",0,1
"cart",0,1
"carted",0,1
"cascade",0,1
"case.indeed",0,1
"case.not",0,1
"casino",0,1
"caspar",0,1
"castle",0,1
"catastrophes",-1,1
"catastrophically",-1,1
"catch.i",0,1
"categorise",0,1
"categorised",0,1
"cater",1,1
"cathedral",0,1
"caton",0,1
"caton.my",0,1
"cattle",0,1
"causal",0,1
"cave",0,1
"caveats",0,1
"cbe",0,1
"ccgs",0,1
"ceases",0,1
"ceasing",0,1
"ceded",0,1
"ceiling",0,1
"celebrate",1,1
"celebrities",1,1
"cellar",0,1
"cellular",0,1
"censored",-1,1
"census",0,1
"centralisation",0,1
"centralising",0,1
"centric",0,1
"ceramics",0,1
"ceremony",1,1
"cession",0,1
"cfp",0,1
"chair's",0,1
"chaired",0,1
"chairing",0,1
"chairmanship",0,1
"chairmanships",0,1
"chairmen",0,1
"chamber.i",0,1
"chamber.to",0,1
"chameleon",0,1
"championed",1,1
"champions",1,1
"chancer",0,1
"chancing",0,1
"changes.if",0,1
"changes.it",0,1
"chap",0,1
"chapter",0,1
"characterisation",0,1
"characterises",0,1
"characteristic",0,1
"characteristics",0,1
"charge.that",-1,1
"charities.like",1,1
"charles",0,1
"charm",1,1
"charnwood",0,1
"chart",0,1
"chary",0,1
"chased",-1,1
"cheaply",1,1
"cheating",-1,1
"checking",0,1
"cheer",1,1
"cheered",1,1
"cheering",1,1
"cheerled",0,1
"cheesed",0,1
"chelsea",0,1
"chemical",0,1
"cherish",1,1
"cherry",0,1
"chestnut",0,1
"chicago",0,1
"chided",-1,1
"child's",0,1
"childcare",0,1
"childhood",0,1
"childline",0,1
"chilled",-1,1
"chip",0,1
"chirping",0,1
"chiswick",0,1
"chocolate",0,1
"choking",-1,1
"chop",0,1
"chris",0,1
"christianity",0,1
"christians",0,1
"christopher's",0,1
"chronicle",0,1
"chuck",0,1
"chunk",0,1
"chunter",0,1
