"id","motion_party","party","text","rating","afinn","lsd","vader"
730,"labour","labour","It is kind of my right hon Friend to refer to me in that way. Can my right hon Friend explain what he means when he refers to a contribution in kind? Might such a contribution mean that some of the housing to be created in a housing development could be dedicated for the use of a social housing provider?",1,0.4,1,0.934
731,"conservative","conservative","The powerful case that my hon Friend is developing seems to be an argument in favour of new clause 4. The Minister may be reluctant to accept subsection  because the only advice that the Secretary of State will wish to take will be that of the Chancellor, who will tell him what he can and cannot spend. The Secretary of State has no interest in independent, possibly awkward, advice.",1,0.067,0,0.766
732,"labour","labour","Does my right hon Friend agree that it is no surprise that, if the Chancellor announces half a million job cuts in the public sector, those people will save rather than spend and that the people in the private sector, who normally sell things to them, contract and stop taking people on? It is no surprise that that very announcement underpins the lack of growth in our economy and puts the guilt on the Government side of the Chamber.",1,-0.089,0.2,0.267
733,"labour","conservative","indicated  dissent .",1,0,-1,0
734,"labour","conservative","I shall be very brief. I give a cautious and qualified welcome to the Government's acceptance of the Lords amendments. It signifies a potential step in the right direction that could prove to be quite significant. As my hon Friend the Member for North-East Cambridgeshire  said, it is a matter of grave regret that, at this stage, the parameters of the compensation scheme are still unknown and there remains an enormous discrepancy between the Government's apparent thinking and the real loss of income that fur farmers will incur. I warmly support the amendment moved by my right hon and learned Friend the Member for Sleaford and North Hykeham . He demonstrates clearly that the Lords amendments do not cover all income and non-income losses. I regard this as an unacceptable state of affairs and I endorse what my right hon and learned Friend said: that the House should insist on a proper compensation scheme for fur farmers. Even with the amendments, this remains a miserable, vindictive, wholly unjustified and unjustifiable Bill. It is draconian and ill-considered. In essence, it is state persecution of a minority to satisfy a perceived prejudice of the majority.",1,-0.015,0.161,0.872
735,"labour","labour","Having harassed my hon Friend and his predecessor for the past three years, I feel that his day would be incomplete if I did not make an additional point. Will he consider further amending the Bill to ensure that undertakings that existing licence holders have given in the past to protect residents' interests continue to apply? I understand that they will disappear under the Bill. If that happens, a great deal of existing protection for residents will be swept away. I am sure that that was never the Government's intention.",1,0.2,0.5,0.886
736,"labour","conservative","Tell it again. Tell it again.",1,0,0,0
737,"labour","labour","Does my right hon Friend recall that two years ago during the passage of the Education and Skills Bill, we sought to extend the school leaving and training age from 16 to 18 but Members now on the Government Benches opposed that? How did that help youth unemployment at that time?The Minister mentioned apprenticeships, and of course the whole House will know that there is an ambitious target to deliver 50,000 apprenticeships over the next year. We are now eight months in, so can he tell us how many new apprenticeships have been delivered?The Minister has been extraordinarily generous in giving way, and I am very grateful, but he has not been able to tell the House how many apprenticeships he has delivered in the past nine months. I set up the graduate talent pool, which involved internships for graduates. Alongside the internships that were offered at the Conservative party event recently, how many internships have been delivered for our graduates in the past nine months?",1,0.267,0.714,0.981
738,"conservative","conservative","Without diverging too much, may I ask the hon Gentleman what he would have wanted if his shotgun marriage with the Liberals had occurred as the Labour party wished?",1,0,-1,0.402
739,"labour","labour","I find it ironic that for 18 years I watched the Conservative party, which was supposed to roll back the nanny state, foster unemployment in Britain, causing millions of people to live in poverty through benefit dependency. During those 18 years, we had the poll tax, North sea oil revenues were squandered, and old-age pensions were eroded. Some people still live on welfare in poverty and misery.  We are trying to do something about that. We want to get people back into employment through our welfare-to-work programme.  Conservative Members may heckle: they do not like it.",1,-0.05,-0.636,-0.869
740,"labour","labour","I wonder whether the hon Gentleman could explain to me, a new Member of the House, why the same guillotine procedure was used 1993?",1,0,0,0
741,"labour","labour","Last week I visited Kids Company in Southwark and saw the industrial-scale packing of food bags that were then piled into vans and delivered to vulnerable families across London. When I asked Camila what had changed in the past few years, she said that she is still seeing the same number of abused kids but is now getting hungry kids coming to her directly because they are starving. Does my right hon Friend think that is a damning indictment of this Government?",1,-0.467,-0.429,-0.606
742,"conservative","labour","rose-Will the Minister clearly explain what his targets are for the number of social houses that should be built in this country each year? How will the building of such housing be achieved? What policy mechanisms will he use, and where is the funding to deliver the programme?Let me begin by congratulating the hon Member for Wolverhampton South West  on his excellent maiden speech. He certainly covered the attributes and aspects of his constituency. I congratulate him on the special place that he has achieved in parliamentary history and in the history of the Conservative party. It was good to hear his very generous comments about his predecessor, Rob Marris, who was respected for his honesty, integrity and friendship on the Labour side of the House. I think that is appreciated. I was just having a brief discussion with my right hon Friend the Member for Sheffield, Brightside and Hillsborough  and my hon Friend the Member for Penistone and Stocksbridge  about the good things that come out of Wolverhampton. Unfortunately, the Wolverhampton Wanderers managed to sell to Sheffield Wednesday one Leon Clarke, whom the hon Gentleman might remember. Leon Clarke finally scored a goal in the last game of the season, when we were struggling to avoid relegation. In celebrating his wonderful goal, he ran to the advertising hoardings and kicked them, breaking his toe, and was then substituted. I do not think it is true that everything that comes out of Wolverhampton is necessarily first class and admirable. Let me move on to the debate. The Opposition have made it very clear that we have major reservations about the immediate impact of the cuts and about the proposals for the medium term. We believe it is unnecessary for the cuts to come immediately and that they go too far in the immediate term. We also believe that they are unfair in a number of respects. Bringing in cuts part way through the year has forced local councils to make the cuts that are available to them, which are not necessarily the cuts they would make if they had a bit more time to plan and bring them in properly. We also disagree fundamentally with the way the cuts have been targeted at funds that are themselves targeted at areas of deprivation. They are cuts against deprived communities, and they are the sort of cuts that the Under-Secretary of State for Communities and Local Government, the hon Member for Hazel Grove , would have been on his feet protesting about only a few weeks ago. I want to raise two concerns about where the Government are headed-with their approach to housing and their approach to the general cuts to local government that will be announced in the next few weeks. I did not get an answer earlier from the Minister for Housing about housing targets: he said that the Government do not have any. I did not get an answer about likely numbers, how that area will be funded or what the funding mechanisms will be. I have a real worry regarding the comments of Liberal Democrats about the last Government not building enough houses. I have some sympathy with those sentiments because I think that although we did brilliantly on the Decent Homes programme, we did not build enough social houses to rent. That needs to be rectified, but does any Lib Dem in the House seriously believe that this Government will do better when they have no idea how that will be achieved? That is complete nonsense. The problem is that people are going to be much more careful about committing themselves to buying a house as we head towards a situation in which spending will be reined in, people will be fearful of losing their job, wages will fall and benefits will be cut. The likelihood is that the housing market will stagnate, at best, in the next few months. Whether a double-dip recession and the economy going down will produce a slowing down of the housing market, or whether a slowing down of the housing market will produce a double-dip recession, is a chicken-and-egg argument. The likelihood is that economic activity will stall and the housing market will stall. If fewer people feel able to commit to buying a home, there will be more pressure on social renting and local authority waiting lists, so what have the Government done? The first thing they have done is to suspend the Kickstart programme and schemes whereby local authorities were going to build houses directly for the first time in a long time. Labour and the Lib Dems welcomed that approach when it was introduced, but the Lib Dems are now cutting and stopping it. That is the reality of the situation. If local authorities are no longer allowed to build, what are the alternatives? I have not heard any. We have been promised an announcement at some stage in the future. We have also been told that the reforms to the housing revenue account have been put on hold. That was one of the few opportunities for local authorities to return to council house building. If they could depend on a given rental stream for the future, they could perhaps use prudential borrowing for that purpose. The housing association building model depends on cross-subsidies from the selling of homes. If the private sector housing market is stalled, those cross-subsidies will not be available. We do not know what will happen to social housing, because there is complete silence from the Government. All we know is that people who are in social housing will have a tougher time with the housing benefit rules, and some may be forced out of their houses into private rented accommodation.Obviously it would be up to the Government to make any such announcement, but the idea that people should move from communities in the north, where there may be enough housing, to find jobs in the south, where there is a particularly chronic housing shortage, beggars belief. What would people on waiting lists in the south think of someone who arrived there and said, ""I will have that house as a matter of priority, because I am moving down here to work""? The policy has not been thought through. If any Member on the other side of the House can tell me where the mechanism and the funds will come from to enable new social rented housing to be built, I ask him or her to stand up and do so. So far, I have heard nothing from either the Conservatives or the Liberal Democrats. There are no funds for council house building-they have been stalled-and the funds for housing association building are limited. Given the reduction in cross-subsidy from the selling of homes, any money that the Homes and Communities Agency may have to fund housing association accommodation will produce fewer houses. Fewer social houses will be built as a result of this Government's policies, and I am aware of no commitment from Ministers to rectify the position. What will the Government do about the overall funding situation? We have heard about 25% cuts, and also about protection for education. Presumably Departments other than those dealing with schools and defence will take a bigger hit. We are assuming that councils will receive at least 30%, but the arrangement is not fair, because we will have to protect adult social services and children's services. What is left? Libraries, parks, recreation, street cleaning, the environment and refuse collection. It is no use the Secretary of State's telling local authorities how to collect their refuse. Will they have the money to pay for one refuse collection a week? Then we must consider the differing impacts on various councils. I opposed individual council tax caps when our Government introduced them, and refused to vote for them, but let us assume that they are imposed now. At least authorities will receive the same amount of money from council tax, but there will be cuts in their Government grant. Councils with the most deprivation in their areas receive a bigger amount of grant than those with the least deprivation, which receive more of their money from council tax. Council tax is to be frozen but Government grant is to be cut by 25%, which means that the councils that will suffer the biggest cuts in their overall budgets are those with the most deprivation. That is unfair, and we fundamentally oppose it. The Liberal Democrats used to oppose it as well, and it is time that one or two Members on the Government Benches, including the Minister, started to explain how they will make the system fair. The fact is that the most disadvantaged councils and communities will be hit hardest by the 25% cuts in Government funding. In their areas, library, recreation and street cleaning budgets will be cut in half. If the Minister does not agree with that, he must explain why my figures are wrong. If such facilities as adults' and children's services are protected from the 30% cut in the grant, the impact on other services will be dramatic, especially in areas that receive a large amount of Government support because of deprivation.In the end, the Government grant reflects the amount of deprivation in an area. Clearly, there are deprived people even in affluent areas, but it is about the total amount of deprivation. Certainly other communities have more deprivation and that is why they get more Government funding and they will be harder hit. That is the point that I am making. Right at the end of the Minister's speech we got a vague mention of Total Place. It is important that it is developed, but it should not be seen as a panacea. Total Place is at the pilot stage; it has produced some very interesting results and ideas about how public money can be spent better across Departments. The Government have to allow local authorities to take the lead on these matters. The DCLG must get a grip of its colleagues in other Departments and let go of the controls that exist, but that will not deliver overnight savings of 25%. We will not achieve 25% or 30% cuts by efficiency savings; there will be real damage to public services. We must recognise that, and the Government must explain and justify the cuts. The Secretary of State says that his three priorities are localism, localism and localism, but let us take what the Minister said about refuse collection and people in town halls dictating things. Where is the dictation? The Secretary of State in his new spirit of localism is telling every council in this country how it must empty the bins. It is absolute nonsense. How can we have any trust or faith in a Government who talk about localism and setting local councils free when that is one of their first policy announcements? It is clear that the Budget package was regressive. That has been shown by the Institute for Fiscal Studies. There was an interesting report in the newspapers at the weekend of an investigation into the totality of the Government cuts by Tim Horton and Howard Reed on behalf of the Fabian society. It showed that when one takes not merely the tax changes but the housing benefit changes and the spending cuts, including local government spending cuts, the poorest 10% of our community will have their spending power cut by six times as much as the richest 10%. That is the impact of the Government's policy. The Budget was not fair and the cuts that have been made so far to local council budgets are not fair. The deficit has truly been cut on the backs of the poorest in our communities.During the general election campaign, the Minister said that immediate cuts were not necessary or desirable. Will he tell the House precisely on what day he changed his mind?",1,-0.017,0.03,-0.994
743,"labour","conservative","Is my hon Friend saying that we are dealing with mechanics of government that are not based on a sound constitutional settlement and political theory, and that political theories are being made up on the hoof after the mechanics have been put in place?",1,0,1,0.494
744,"labour","labour","My hon Friend is making a very persuasive case. In the Bradford district, more than 10,000 children who are living in poverty will miss out on free school meals, but Northern Ireland will be exempt from the same policy. Are not the Government putting their own political benefit before child poverty?",1,-0.067,0.143,0.238
745,"labour","labour","In the one minute remaining, I would like to celebrate the fact that the Bill is finally introducing the provisions of the private Member's Bill that I introduced five years ago. The Government would have saved a lot of time if they had accepted that Bill. The British people see the common sense of this Bill. They welcome it because they can see that it will make ordinary people safer, and they cannot see why the Opposition are against it.",1,0.4,0.5,0.942
746,"conservative","conservative","On a point of order, Mr Speaker. You will have noticed that the House is very full. My constituents expect me to be able to get into the Chamber and hear my Prime Minister. No such obligation rests on this poor man behind me. Will you find a safe place for this camera crew, so that he can film without getting in our way?",1,-0.133,0,-0.34
747,"labour","labour","I have been reading the media reports too, and I have been astonished to find the Prime Minister called a dilettante. Would my hon Friend like to comment on that?",1,0.4,0.333,0.807
748,"labour","labour","Because of tragic circumstances, we have campaigned on that issue in Stoke-on-Trent. Can my right hon Friend assure me that clause 42, which requires reasonable safeguards, can ensure that there is safe storage of airguns, to prevent further tragic accidents?",1,-0.167,0.4,0.649
749,"labour","labour","I welcome what my right hon Friend has done, but is he aware of representations by Oldham metropolitan borough, which feels that the changes made do not deal with all the anomalies in the area cost adjustment? The major problem is that SSAs, which were well worked out in the past, will be fixed for three years, creating anomalies during that   period. I know that my right hon Friend is investigating how he can improve matters, but is there no chance of making changes during that three-year period?",1,0.133,0.778,0.902
750,"conservative","conservative","The Secretary of State is making a powerful case. If a free school gets a grant to buy land and buildings from a council or other public sector body, will that be classed as a windfall receipt for that council or will there be some adjustment to its capital regime so that it is not a winner from it and we control public spending? That is a live issue, and I would like to know what the position is.",1,0.4,1,0.792
751,"labour","labour","It is not a point of order.",1,0,0,0
752,"conservative","conservative","There is absolutely no doubt that women's health during pregnancy is vital, but I really must take issue with the hon Gentleman. The health in pregnancy grant was a universal benefit, so a mother of three children such as me could have received it and, in these extremely difficult financial times, we have to make difficult decisions to ensure that the available resources are targeted where they are most needed. The Government are really targeting support for families on lower incomes in a huge range of ways. Does the hon Gentleman not agree that it is far better to target the limited resources at the families in the greatest need-I would like to respond to the question from the hon Member for South Antrim , because I can think of many clear ways of targeting people. We are absolutely committed to our investment in the national health service, to support for Sure Start centres and to the increased investment in district nursing through the Sure Start centres. As a result, a whole range of services will be available to pregnant mothers.I, too, appreciate the hon Lady's expertise, but I must point her to the growth in the UK economy, which I hope she is reading about in the newspapers. We should celebrate the fact that we have the second-fastest growth rate in the G20.I am just as passionate about the inequalities in our country as Labour Members, and I am sure that I speak for all Conservative Members. Our drive to enter politics was prompted by a wish to end the vast inequalities that have arisen over the past decade. Does the hon Lady agree that the best way to help people to help themselves in that regard is through education and employment?I quite understand that the hon Member for Nottingham East  might not know about this-his partner may never have had a child-but folic acid should be taken before and during pregnancy to avoid the dreadful condition he mentioned, and all the supplements are available on the NHS.The whole issue of maternal health is incredibly important. The problem with this benefit is that how the mum is to spend the money is completely unspecified. There is absolutely no guarantee whatever that the money will be spent in the way that has been suggested. It is far better, therefore, that a mum is supported through comprehensive care in the NHS so that she is informed of the choices and provided with the resources to enable her and her baby to thrive.You are making a very powerful speech for us this evening, and I completely agree with you about the importance of savings and of encouraging a savings culture. However, I am rather disappointed by the glib response to my hon Friend the Member for South Staffordshire , who asked how Labour Members would pay for those benefits. Every time that question is raised, Labour Members say that we should tax the rich. What calculation has the hon Gentleman made of the effect of increasing taxes to 70%, 80% or 90%? Is that where you would like to go? And what estimation-I wonder what analysis the hon Lady has done to demonstrate that the programmes help in the way she suggests, to enable people in low-income households to save for the future, because I understand that very few families have made any additional contribution to the child trust funds.",1,0.22,0.52,0.999
753,"labour","labour","Is it possible to view the documentary now, or is it banned?",1,-0.4,0,-0.459
754,"labour","labour","claimed to move the closure .",1,0,0,0
755,"conservative","conservative","Is my hon Friend saying that Ministers are not stopping civil servants driving that programme on?Is the hon Lady saying that European law permits anyone, on either side of the Europe debate, to get money from Europe, or is it limited to people who are in favour of Europe?",1,-0.2,0.333,0.719
756,"conservative","conservative","My constituents are affected by a much smaller airport than Heathrow, but I agree wholeheartedly with a great deal of what the hon Gentleman has said. Is not one of the main reasons why neither his constituents nor mine trust the Government's proposed regime adequately to address their needs the fact that the Government are not really committed to reducing decibel levels to a point at which people will not be disturbed? That is why people feel the need to retain a limit on aircraft movements, and why they will not accept a noise substitute.",1,0.114,0,0.542
757,"labour","labour","I wish the Minister to see whether we can have a figure, even if it confirms the 5.3 million. That was the figure given last year by the IFS, but it has obviously been overtaken by the tax credit changes and so on. Is 5.3 million people still a valid figure or is it now outdated?",1,0.2,1,0.643
758,"labour","conservative","Is the hon Lady saying that she does not want part 1 of the Bill and does not want a register of lobbyists?",1,0.2,0,-0.114
759,"conservative","conservative","I am enjoying the hon Gentleman's measured canter around the potential risks associated with this legislation and I am also entertained to hear the words ""stability and growth"" coming from the Opposition Benches-something that perhaps they did not achieve towards the end of their time in office. However-perhaps I am front-running his conclusion-is he going to vote for or against the legislation tonight?",1,0.133,-0.143,0.765
760,"conservative","labour","Before the Minister finishes discussing prevention orders, will she tell the House a little bit more about the pilots? How many pilots are there going to be, when are they going to start and how long will they last? Given the urgency of implementing this legislation and the concerns that have been raised, will the Government report back to the House on how the pilots have operated, so that we have a further opportunity to amend and adapt the measures if necessary?",1,0.4,1,0.517
761,"labour","labour","My constituency has the 10th highest unemployment in the country. In the main, the people who come to my surgeries would prefer to be on full-time contracts rather than zero-hours contracts, which they are all too often forced into. Does my hon Friend agree that we must try to stop unscrupulous employers from taking advantage of those who are less able to support themselves because of their personal circumstances?",1,0.033,0.143,0.258
762,"labour","labour","If the hon Gentleman had volunteered to serve on the Committee, he would have been aware that we have had such debates. Perhaps he could have been here on Second Reading, too.We have heard a lot of concerns about regulation from Opposition Members, but people in the City and financial institutions say that the regulations that exist in the City attract financial institutions there from other parts of the world because they know that it will be a safe place to do business.Talking about locks, what seems to be missing in this debate is what the public think. The public's expression of concern over the Bill has had quite a significant impact on the drafting of amendments. We forget that.",1,0,0,0.678
763,"labour","labour","I am grateful to the hon Gentleman for giving way, but I am not quite sure that I am so grateful for his history lesson. When he talks about these days past and the British empire and so on, does he mean when working class people knew their place?",1,0.6,1,0.657
764,"labour","conservative","The hon Gentleman seems to be arguing that the only form of political legitimacy is democratic legitimacy. Surely he is far too intelligent to believe that. If he did, he would have to argue that the monarchy, and our head of state, were not politically legitimate.",1,0.4,0.143,0.128
765,"conservative","conservative","Nobody in this or the other House should ever fail to stand up and question the press. We know what has happened in the past, and people should always question the press, but there is a line, and it is that line to which the Government are adhering today. I have full respect for the hon Member for West Bromwich East  and his campaign, as he knows, but there is a line, and that line should not be crossed. I hope that the Secretary of State will always challenge the press, but are we not right to hold that line, which in the other place they have not done?",1,-0.067,-0.2,0.802
766,"labour","labour","The question might be, is 250,000 another way of saying a quarter of a million?",1,0,0,0
767,"conservative","conservative","Will the Minister tell the House how our employment rate compares with that of eurozone countries and even with that of the United States?I am grateful to the hon Gentleman for giving way and am sincerely impressed with the passion with which he makes his case. However, if I were in his shoes, I would be determined to vote against the Bill. Perhaps I have misunderstood something. My understanding is that Opposition Front Benchers are proposing not to vote against the Bill. If so, why not?",1,0.3,0.4,0.95
768,"conservative","conservative","Does my right hon Friend agree that this week we have shown that there are limits to moral relativism and that not only does the Bill reek of moral relativism, but the way in which it has been conducted reeks of moral relativism? At the end of this hour surely we must have opportunities to state that there are absolute truths, such as the right to life.If it is true that the Bill errs on the side of life, does the hon Gentleman agree that there would thus be absolutely no harm in accepting the amendment tabled by the hon Member for Heywood and Middleton , because that would mean that the Bill would say that an advance directive could not be used to lead to a situation in which a person would not be given life-sustaining treatment in the form of fluid or another substance? Why not put that provision in the Bill? Surely the hon Member for Sutton and Cheam  accepts that.On a point of order, Mr. Speaker. We are listening to an interesting speech, but we have less than 12 minutes to hear from the Minister. Can we get on to the Minister's speech as quickly as possible?",1,0.12,0.5,0.99
769,"labour","conservative","I thank the hon Gentleman. He has been speaking now for 14 minutes. He has criticised Conservative Members for making this about politics and people, but I was just wondering when he will actually get around to talking about any of the Budget proposals.",1,0.4,0,-0.039
770,"conservative","conservative","May I take the Secretary of State back to his remarks about the refocusing of Ofsted? I welcome the fact that it will be more about what is happening in the classrooms than in the filing cabinet in a school, but may I ask him specifically how looked-after children will be monitored through the inspection process to ensure that their progression through school is being closely watched to ensure that their outcomes are as good as possible?",1,0.35,1,0.919
771,"labour","labour","The hon Lady is making an incredibly important point. The population of Edinburgh is exploding, but the number of constituencies is going down. That surely means that the boundary changes are making this place less representative, rather than more.",1,0.4,-1,0.705
772,"conservative","labour","I am very pleased that the promoter of the Bill has said that he wishes to present his ideas as succinctly and briefly as possible. Perhaps the Government have a plan to try to talk out the Bill today, thus preventing the House from reaching a decision on it and, equally importantly, on the Pensions  Bill, which I hope to introduce a little later. Perhaps the Whips will rejoice that their schemes have met with short-term success, but does the hon and learned Gentleman agree that those of our constituents for whom the greatest worry, apart from the war, is that their pension promise is being snatched away from them may have very different views about parliamentary procedure and those who are behind it if they attempt to prevent the House reaching decisions on the first, second and third Bills on the Order Paper today?",1,0.171,0.333,0.915
773,"labour","conservative","Given the detailed contents of the right hon Gentleman's letter to my right hon Friend the Member for Haltemprice and Howden , nothing that he has said this afternoon explains why he cannot table Government amendments for the Committee to consider this week. In view of the fact that the Home Secretary must have heard the expressions of grave concern in all parts of the House about the way in which he has handled the matter during the consideration of the programme motion, did he not think it a good idea to have a word with his right hon Friend the Chief Whip or with the Leader of the House or both, with a view to saying to the Committee, ""Yes, we accept the Opposition's suggestion. Let there be an additional day for debate. Let that day be Wednesday."" What is so difficult about the Home Secretary swallowing a little bit of humble pie?",1,0.1,0.333,0.852
774,"conservative","conservative","The Secretary of State is right to say that there are important issues to be discussed when we consider the child protection Bill. Is not that all the more reason why it should be piloted through the House by a Minister who is not sullied, who is not tarnished and does not have such a dreadful reputation in this area? Will the right hon Gentleman take the opportunity to deprecate the comments made earlier by the hon Member for Huddersfield , when he so scurrilously attacked the children of my hon Friend the Member for South Suffolk ?",1,0,0.25,0.246
775,"conservative","labour","They're all in Europe.",1,0,0,0
776,"labour","labour","Will the Secretary of State distance himself from the comments of Dr Charles Alessi, a GP alleged to have been one of the architects of GP commissioning in this Bill and one of the people invited to No. 10, who is of the opinion that too many people in his area are receiving treatment for macular degeneration? Is that not rationing services and nothing whatsoever to do with providing them on the basis of clinical need?",1,-0.2,-0.5,-0.374
777,"conservative","conservative","The hon Lady will be aware that there is a high-risk area in Sussex, which spreads broadly from her constituency to mine. It is a fairly ring-fenced area. We understand the nature of the problem there, and it is causing real difficulties. Does she recognise that that is an ideal example of where vaccination could be made to work? As the disease is geographically confined, we could see the effects of perturbation and whether, with vaccination, there were different issues that could be managed more effectively.",1,0,-0.143,0.401
778,"conservative","labour","Following on from the previous question, surely the Minister agrees that we can do better than offer people a choice between having their legs broken and interest rates of several thousand per cent. Government Ministers accepted that logic in their recent announcement about an interest rate cap. Surely it is possible to bring in a system that gives some measure of protection to the consumer without driving them into the arms of illegal loan sharks.",1,0.057,0.333,0.872
779,"conservative","conservative","The right hon Member for Kingston upon Hull West and Hessle  suggested that such events were inconveniences when they happen. Surely the hon Member for Hartlepool  can accept that London is brought to its knees on a regular basis, with staff taking two or three hours to get to work and back again and with a great loss of employment and money. These are not inconveniences; they are serious and they need tackling.",1,0.067,0.5,0.791
780,"labour","labour","rose -I want to concentrate on a more serious issue, which I would like the Secretary of State to-  May I complete what I am saying? The Secretary of State has focused on the past Government's record, of which I have also been critical, but last week the current Government introduced an immigration fees order which I objected to, and which I see has been carried on a deferred Division today. The explanatory notes explain that it introduces for the first time the power for the Government to charge fees for the registration as British citizens of the children born to British armed forces personnel serving abroad. It cannot be right that we are penalising the children and families of service personnel serving abroad on our orders. I ask the Secretary of State to liaise with the Home Secretary to ensure that she exercises her discretion to waive these fees.",1,0.3,0.143,0.631
781,"labour","conservative","I agree with my hon Friend. Like me, he represents a coastal community with low pay. Does he acknowledge that, as well as the help that needs to be given to those who are in receipt of tax credits, we must consider the spending power that will be taken out of the local economy if we proceed with the proposals that were outlined by the Government, which will be very detrimental to our areas?",1,0.2,0.714,0.9
782,"conservative","conservative","I was most interested in the intervention from a Scottish Nationalist, particularly given the geographical area that he represents, because it is precisely in areas near the border that we have all sorts of questions about rights over fishing on rivers and fishing within the Solway, all of which may well require decisions affecting cross-border issues. It seems strange that he should say that the Scots have no interest in those issues.Waffle.",1,0.05,0.5,0.205
783,"conservative","conservative","Will the hon Gentleman make it clear that mediation is not suitable in all cases, especially those involving domestic violence, for which legal aid will remain available?",1,-0.067,-0.333,-0.25
784,"conservative","conservative","On a point of order, Mr Speaker.",1,0,0,0
785,"conservative","conservative","I rise to support my hon Friend the Member for South-West Hertfordshire , who has done the Committee and the nation a great service by highlighting the ridiculous position that we find ourselves in. I hope that Ministers will take this away and come up with an answer more rapidly than their predecessors have been able to over the previous five years. As I understand it, the Labour party and the Labour Government wish people to have this exemption if they are buying the leasehold interest in their flat. Certainly, the official Opposition wish them to have that exemption. The hon Member for South-East Cornwall  was rather more muddled. At one point he seemed to be in favour of certain people having that exemption, while at other times he seemed to worry that undesirables would be allowed in.That just shows the muddle that the Liberal Democrats are in. On the one hand they say that they want to join the Government and the official Opposition in trying to expedite people getting this tax relief for the purpose of enfranchisement, and in his next breath the hon Gentleman says that it might not be a good idea to let them have that freedom because they might make a mess of it. Once again, we see that the Liberal Democrats do not actually believe in freedom at all. They do not believe that people are intelligent or able to make their own decisions; they believe that they have to micromanage decisions from Parliament. It would be even better if the Liberal Democrats got out of their muddle by agreeing with the Government and the Opposition. People should have the right to enfranchise their lease and buy the freehold, and they should be able to do so free of tax. We could then say to all those seeking to interpret the will of the House that the whole House was united, not just the two major parties. I would like to make one new point during this brief debate. While Ministers are trying to get the right legal advice and put the right form of words into the necessary provisions so that the will of the House five years ago and now can be properly enforced, they could have a word with the Revenue, which is becoming far too aggressive. Given that it is the House's intention that such transactions should be exempt, the Revenue should not be pursuing and hounding people by taking up cases at considerable expense, with much legal advice, against the clear wish of the House of Commons that such transactions should be exempt. That would give a little more time for those who wish to get on with their lives and buy their share of the freehold, while the Government's lawyers get their act together and introduce the necessary wording. It beggars belief that it has taken more than five years to carry out something relatively straightforward such as giving the leaseholders of Britain the opportunity to buy a modest share of their freehold for a modest sum without being taxed as if they were multi-millionaires carrying out a big transaction. I hope that Ministers will soon find a way to do so.",1,0.17,0.268,0.998
786,"labour","labour","I do not know what the Government are worried about. Anybody who knows anything about negotiations knows that each side can report back from time to time without necessarily giving away their negotiating hand. I do not know what they are scared of.Like, probably, the hon Lady, I have been written to by a number of my constituents who are married to British citizens but are EU nationals, and they are very concerned. I should have thought that the Government would give them some sort of comfort, because this is certainly creating problems within families.",1,-0.25,-0.333,0.518
787,"conservative","conservative","Given these extensive labour and public sector protections, which I congratulate my right hon Friend on negotiating, could this EU-Canada agreement not serve as a template for a UK-EU trade agreement on our exit?",1,0.267,1,0.915
788,"labour","conservative","The Secretary of State is quite right to listen to the consultation and to propose to amend the original Second Reading formulation. However, new clause 5 contains a potential anomaly, as it says: ""The appropriate national authority may make regulations"" to provide for exemptions. Theoretically, if the Bill is enacted and comes into force before the national authority makes those regulations the absurd prospect arises that it would be illegal to smoke in one's own home. Can the Secretary of State assure us that she will make sure that those regulations are made in time to prevent that anomaly from arising?",1,-0.04,0.2,0.649
