"id","text","rating","afinn","lsd","vader"
816,"WE CAN FILE FOR BANKRUPTCY ON 19 TRILLION DOLLARS. How cool is that. ","Neutral",0.2,-1,0.318
817,"Moving on from the ","Negative",0,0,0
818,"#GOPDebate asks candidates whether or not God has told them what to do as President.  
#Imbeciles","Negative",0.2,0,-0.206
819,"Roger Ailes set up @realDonaldTrump from the first Q. ","Neutral",0,-1,0
820,"Trump: I WILL DO ALL OF THE POINTS ","Neutral",0,0,0
821,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","Neutral",0.6,1,0.637
822,"RT @alliebidwell: Bernie, calling out #gopdebate on lack of higher ed talk, among other issues https://t.co/27h90u6BAu","Negative",-0.4,-1,-0.318
823,"RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? ","Negative",0,0,0
824,"RT @kyaecker: Love to hear an apology from @megynkelly to @realDonaldTrump for dragging the debate into the toilet ","Negative",0.2,0,0.66
825,"RT @JimmyJames38: Dayum! Carson just kicked that question in its throat. ","Neutral",0,-1,0
826,"The closed captioning for the ","Negative",0,0,0
827,"What ever happened to the answers to how they were gonna take care of vets? ","Negative",0.4,1,0.494
828,"RT @ElliePTweet: Any one of these guys on his worst day is better than any democrat on their best day. ","Neutral",0.133,0.333,0.459
829,"RT @VotingFemale: ","Positive",0,0,0
830,"RT @TeamRickPerry: .@GovernorPerry has a plan to end sanctuary cities ","Positive",0,0,0
831,"Media continues to praise last night's Fox News hit job on specific candidates: http://t.co/qD3LBg4vDF ","Negative",0.6,1,0.557
832,"REMINDER: Family is important to Republican 2016 candidates, just not gay families. http://t.co/Cs0UsasSQS #GOPDebate http://t.co/FmafDUbmfb","Negative",0.4,0,0.202
833,"RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ","Positive",0,0,0
834,"Boy, it'll be so awesome when President Trump calls Angel Merkel a ""bimbo"". He's so cool. #GOPDebate #Trump2016","Negative",0.5,0.333,0.79
835,"@NateSilver538 @mikeallen 
And this is from what? I agree with the top 2 but Carson, out bush out, Paul, out! #GOPDebates","Neutral",0.3,1,0.349
836,"Donald Trump is John Galt. Chew on it. ","Positive",0,0,0
837,"RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ","Negative",0,0,0
838,"It's fitting that today is ","Negative",0,0,0
839,"RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? ","Neutral",0,0,0
840,"@RealBenCarson and a few others aren't getting any time to debate. In a real debate everybody gets involved. ","Positive",0,0,0
841,"RT kayleymelissa: ","Negative",0,0,0
842,"""That's a broken system (that I have only ever benefitted from and still think is awesome)!"" @realDonaldTrump #GOPDebate","Neutral",0.333,0.333,0.611
843,"RT @mjtbaum: GOD is making an appearance at the ","Positive",0.2,0,0.428
844,"BWAHAHA!! Love this ","Positive",0.6,1,0.786
845,"I hear the rumbling beneath the FEDRAL TRIANGLE WHICH HOUSES THE EPA...THE REAGAN BUILDING ","Negative",0,0,0
846,"RT @jasper_deezy: Mike Huckabee quoting Limp Bizkit lyrics for his military talking points ","Negative",0,-1,0
847,"RT @foxnewspolitics: .@realDonaldTrump says @HillaryClinton attended his wedding after donation ","Neutral",0,0,0
848,"Oh ya the way to get swing voters over to Democrat side is to have Debbie Wasserman Schultz complaints ugh ","Neutral",0,-1,-0.67
849,"RT @RWSurferGirl: These debates will raise @realDonaldTrump 's ratings because Fox News is afraid of Trump and it shows. ","Negative",-0.4,-1,0
850,"Here Are 21 Policy Highlights From the First 2016 Republican Debate ","Neutral",0,0,0
851,"sydtrvp: RT BernieSanders: Oh. It was just a movie trailer. ","Negative",0,0,0
852,"RT @JohnKasich: John Kasich knows how to balance budgets because he's actually done it. He will do it again. ","Positive",0,1,0
853,"RT @ShannonBream: Generations will look back and think we're barbarians for murdering millions of unborn babies - says @MarcoRubio ","Neutral",-0.6,-1,-0.649
854,"@marthamaccallum @billhemmer ","Positive",0,0,0
855,"Love when the ","Positive",0.6,1,0.637
856,"You see the people in the audience looking around when they clapped for Gay Rights. People were like, da fuk... #GOPDebates","Negative",0.4,1,0.361
857,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0
858,"The answer to the most important question of the #GOPDebate is yes, Joe Flacco is, in fact, an elite quarterback. #RavensNation","Negative",0.3,0,0.585
859,"hadiyah: Rand Paul rocking that Wet and Wavy. Ooh Kill'em! ","Negative",0,-1,0
860,"RT @usweekly: Celebs react to the ","Neutral",0,0,0
861,"RT @alexandergold: Kim Kardashian and Kanye West's selfie with Hillary Clinton is more important than anything said at the ","Positive",0.4,0,0.272
862,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0
863,"RT @MotorCityLib: Forget the ","Neutral",-0.2,-1,-0.226
864,"Trump whines about tough questions; 'Megyn behaved very nasty to me' http://t.co/jylEVqSzRr ","Neutral",-0.6,-1,-0.802
865,"Enjoying #Democrat panic over #Hillary cratering in polls. People won't support pandering, sneaky unsympathetic politician...#GOPDebate","Positive",0,0,-0.126
866,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0
867,"I bet on Politics clearly will stick to sports...Gender of next president-female! http://t.co/tb7XX3EZqs ","Neutral",0.2,0,0.457
868,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","Neutral",-0.6,-1,-0.691
869,"Are there ANY people of color in this ","Negative",0,0,0
870,"RT @WND_TXT: ","Neutral",0,0,0
871,"","Neutral",0,0,0
872,"The real voice of the #GOP in the #GOPDebate was @realDonaldTrump. @FoxNews don't be mad, he's only parroting what you have been sying 4yrs.","Negative",-0.6,-1,0.388
873,"Best thing about the ","Negative",0.6,1,0.637
874,"@RickSantorum eugenics? And you are in the side of Racist Nativists who want to restrict LEGAL immigrants like me. U lost 5votes ","Negative",-0.133,-0.5,-0.595
875,"ALL the candidates represented a clear and superior choice to Hillary, Bernie, Elizabeth and Uncle Joe!!! #GOPDebate #teaparty #tcot #tdgn","Negative",0.3,1,0.789
876,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP","Negative",-0.6,-1,-0.691
877,"RT @renomarky: This picture taken during ","Positive",0,0,0
878,"@tiffinit @jessilespie @JDante_PR @selhussain love your @Storify! ","Neutral",0.6,1,0.67
879,"Issue isnt guy w 16 followers. Issue is Trump agreed w it enough to RT.
#GOPDebate  https://t.co/RrLlLVATET","Neutral",0.2,1,0.273
880,"@guypbenson @megynkelly was as good as any Fox commentator could be. Thank you for calling out his cral Megyn! ","Negative",0.5,1,0.69
881,"RT @MaeDenver: I made a donation to the Democratic Party in the middle of last night's ","Neutral",0,0,0.402
882,"RT @Writeintrump: ","Neutral",0,0,0
883,"RT @yankeebrit77: 96% of the media is owned by a handful of people. They will decide who you get to vote for in 16  ","Neutral",0,0,0
884,"RT @PatriotTweetz: TT:@ AriDavidUSA: BREAKING NEWS! Last night during the ","Neutral",0,-1,0
885,"RT @TeamMarco: Marco nailed it on abortion. We must protect life. ","Positive",0.2,1,0.382
886,"RT @saradmahmoud: ","Negative",0,0,0
887,"@BorowitzReport: Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch."" http://t.co/StOs8P4shB #ScottWalker #GOPDebate","Neutral",0,0,0
888,"Tea4TeXs: RT CNN: No one eclipses realDonaldTrump at ","Positive",-0.2,0,-0.296
889,"Other than flashes of Michael Scott from the office, the serious candidates are shining through.  Next debate should have 5. #GOPDebates","Neutral",0,0,-0.077
890,"RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. ","Negative",0,0,0
891,"@FoxNews fumbles the ","Negative",0,-1,0
892,"I missed the #GOPDebate (driving The Mother Road) but I did take a very satisfying bowel movement in Bushland, Texas. http://t.co/e0HUW70rRR","Positive",-0.4,1,0.591
893,"RT @rmuench22: This. Is. EVERYTHING. ","Positive",0,0,0
894,"HOW COULD YOU NOT ASK TRUMP ABOUT GOD ","Neutral",0.2,0,0.273
895,"Glad to see that Jesus got a shout-out at las night's debate. Them candidates were pushing the envelope.
#GOPDebate","Positive",0.4,1,0.459
896,"","Negative",0,0,0
897,"RT @ericstonestreet: Trump has Cam hands. ","Positive",0,0,0
898,"Trump didn't pledge to not run third party, but I'll pledge to vote third party if he's the nominee. http://t.co/3teP5ZSZUn #GOPDebate","Negative",0,1,0.444
899,"RT @Muxywithmoxie: Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch http://t.co/X6QA8MUTa7 ","Neutral",0,0,0
900,"Well #FoxNews &amp; #MegynKelly, the @realDonaldTrump hitjob blew up. Tops @Time poll #KellyFile #GOPDebate #DonaldTrump http://t.co/PhQU2mpmbG","Neutral",0.4,1,0.66
901,"RT @BMOREBrian: @BRappy55 RT @HuffPostLive: Last night's ","Neutral",0,0,0
902,"After #GOPDebate #FeelTheBern can step over fallen #Hillary2016
#Justice #FBI #FEC to dissect too of 22nd Amendment: http://t.co/4ljEUG3gyE?","Positive",-0.4,-1,0.226
903,"RT @OniLordAsmodeus: @GiuseppeIV ...and to his campaign announcements.  ","Negative",0,0,0
904,"RT @Rik_FIair: X___X RT @kvxrdashian: when you leave the Republican Party and become a Democrat. ","Neutral",-0.2,0,0.361
905,"@LatinaLista Who's the real illegal alien ","Neutral",-0.6,-1,-0.557
906,"RT @AC360: I think the biggest problem this country has is being totally politically correct - @realDonaldTrump in ","Neutral",-0.4,0,-0.402
907,"RT @nvr2conservativ: ","Negative",0,0,0
908,"Why is abortion even a topic? Does anyone remember ","Neutral",0,0,0
909,"RT @Popehat: ","Negative",0,0,0
910,"RT @Jerry_Holbert: Refreshing. ","Negative",0,1,0
911,"@FrankLuntz @megynkelly your ""focus group"" was a joke! Your takedown attempt of #Trump2016 was a huge fail! Trump won #GOPDebate easily!","Positive",0.2,0.5,0.789
912,"https://t.co/skhaS0lquB God Damn!  That's what's called a MEGA ","Negative",-0.3,-1,-0.224
913,"RT @mette_mariek: Here's a dog that looks like a panda. ","Negative",0.4,1,0.361
914,"RT @AcerbicAxioms: Is @FoxNews going to ask ","Negative",0,0,0
915,"Hee hee hee.  Did you watch your party's debate?  Talk about word games.  #GOPDebate Good times, good times. @SpeakerBoehner","Neutral",0.6,1,0.7
916,"RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. ","Negative",0.4,1,0.475
917,"RT @adamslily: Here's your contrast. ","Positive",0,-1,0
918,"@GMA Who won the ","Negative",0.6,1,0.572
919,"captain_landon: Preview of Donald Trump tonight at the ","Neutral",0,0,0
920,"RT @mette_mariek: Donald Trump is @eddiepepitone's best character ever. ","Negative",0.6,1,0.637
921,"The American people won the ","Negative",0.6,1,0.572
922,"@megynkelly @realDonaldTrump could have it handled better, but he was the only one questioned, read: attacked, at personal level.#GOPDebate","Neutral",0,0,-0.565
923,"Lmbo shoutout to Twitter. Yall even make ","Neutral",0,0,0
924,"RT @WhineNot: Rush: ""Not one of the 9 other candidates on the stage joined Megan Kelly in going after Donald Trump"" #GOPDebate","Negative",0,1,0
925,"The more you know ","Neutral",0,0,0
926,"#GOPDebate Final Statement: Please Pander to Religious Nutjobs and Illiterates. Go!

##FOXNEWSDEBATE
#GOP
#GOPDebates 
#RWNJ","Negative",0.2,-1,0.38
927,"RT @MarthaMartinMe: ","Positive",0,0,0
928,"RT @joeykramer: @Aerosmith Headed out to the ","Neutral",0,0,0
929,"RT @KevXIndy: I seriously wish @JamesRosenFNC was one of tonight's moderators ","Neutral",0.2,0,0.25
930,"RT @daveanthony: Chewbacca should be up there just roaring every once in a while.  Would fit right in.  ","Positive",0.2,1,0.361
931,"Trump can't say when he became Conservative because HES NOT ","Positive",0,0,0
932,"RT @theyentareport: What? You want to know if any of the candidates hear strange voices in their head?  ","Negative",0,-1,-0.217
933,"RT @NickSylian: From today to the time the next president has one year in office ","Negative",0,0,0
934,"RT @picsofmattdamon: Oh ho ho. A scene where ","Negative",0,0,0
935,"Follow me on Twitter @kerriestella  if you like to have fuuuuun! ","Neutral",0.4,1,0.42
936,"RT @TyWahlbrink: It took the ","Neutral",0,0,0
937,"@CNN No, but I watched a couple of kids argue over who had a better birthday at work. I figure the #GOPDebate went a similar way.","Negative",0.1,0,0.039
938,"","Neutral",0,0,0
939,"Before I even get started on the #GOPDebate last night, head over to le #blog to see a #new post! --&gt; http://t.co/OpqAUDGvcv","Neutral",0,0,0.338
940,"@dan_bernstein That debate or if you can call it that was just a joke. The biggest one of all is Donald Trump. ","Positive",0.4,1,0.296
941,"RT @billyeichner: Thank you all for watching the ","Neutral",0.4,1,0.361
942,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates","Negative",0.4,0,0.691
943,"Hurry ","Negative",0,0,0
944,"Donald Trump (@realDonaldTrump) is like the J.R. Ewing of politics! ","Neutral",0.4,1,0.42
945,"RT @jarodzsz: i'm really disappointed that no one threw their prosthetic leg last night at the ","Negative",-0.3,-1,-0.706
946,"GOP Debate News - Trump Shocks GOP Faithful - http://t.co/TdLF7jC3Ig -","Negative",0.1,0,0.077
947,"RT @MariaLiaCalvo: .@charles_gaba wins the Internet tonight. ","Neutral",0.8,1,0.572
948,"MK: ""Mr. Jackson, you molested &amp; paid off young boys...""
MJ: ""Only my Macauley Culkin.""
*audience roars with laughter, applause*
#GOPDebate","Neutral",0.4,0,0.477
949,"RT MolonLabia67: RT icareviews: No more wars for Israel. ","Neutral",-0.2,-1,0.497
950,"Listening to ","Negative",0,0,0
951,"","Neutral",0,0,0
952,"@billmaher Can't wait to get your take on #GOPDebate, Planned Parenthood, Iran Deal, Trump on tonight's #RealTime","Negative",0,-1,0
953,"RT @Popehat: #GOPDebates Kelly: ""I really want to get to a question from Facebook.""  Yes. That's the problem.","Negative",0,-1,0.151
954,"RT @loribuckmajor: It's cute how Chris Christie has the Bob's Big Boy haircut ","Negative",0.3,1,0.459
955,"I thought #GOPDebate was good, despite @realDonaldTrump grandstanding. @BenCarson2016 really brought logic to back to the campaign table.","Positive",0.6,1,0.44
956,"Watched the #GOPDebate, but kept thinking, ""This is the real answer 2 America's problems!"" #seekweek15 @LifeAction  https://t.co/DJcj7BHGZb","Positive",-0.4,-1,-0.592
957,"RT @danholler: Cruz hit unconstitutional executive actions, #PlannedParenthood, religious liberty and Iran deal in final answer. #GOPDebate","Neutral",0,1,0.527
958,"RT @goldietaylor: Huckabee. ","Negative",0,0,0
959,"RT @goldietaylor: Closing statements! ","Neutral",0,0,0
960,"Rush Limbaugh ""Fox News made the debate seem like there is a Republican war on women.""  #EpicFail #FoxNews #GOPDebate","Neutral",0,0,-0.34
961,"I want what Rand Paul is having ","Positive",0.2,0,0.077
962,"A debate with no losers: @GOP should be proud | http://t.co/koWXyZUI4z  ","Positive",0.1,0,0.707
963,"RT @SalMasekela: Is Kasich aware that he's making sense? ","Positive",0,1,0
964,"Bring on the Democratic Debate already. Please &amp; Thank You ","Neutral",0.3,1,0.586
965,"Oh they are real and even have the same hair, sorta.  They are all @realDonaldTrump 
#GOPDebate  https://t.co/mTQdsDGPEb","Neutral",0,0,0
966,"RT @AC360: ","Neutral",0,0,0
967,"GmaDawny: RT RhondaWatkGwyn: ","Positive",0,0,0
968,"For sex talk that's a little less crazy than last night's #gopdebate, here's @AngelaLedgerwoo and I on @litupshow: http://t.co/4dJcC81a5m","Neutral",-0.4,-1,-0.209
969,"Trump: Banks aren't babies. They are killers. Hell yes I got away from bad deals, and I can make the USA a scofflaw too! #GOPdebates","Negative",-0.4,-1,-0.9
970,"RT @_HankRearden: John Sinunu, who wrote a book about Jeb's dad, doesn't like Trump. What a fucking shock. #GOPDebate","Negative",-0.267,-0.333,-0.613
971,"MSNBC got it right: RNC let Fox handle this because RNC wanted field narrowed and didn't wanna do it. Clearly agenda = ax Trump. ","Neutral",0.2,0,0.402
972,"RT @katiecouric: I'm sure it's not easy to moderate such a big group...so congrats to @BretBaier @megynkelly and @ChrisWallace. ","Negative",0.267,0,0.51
973,"RT @ThePatriot143: My winner overall of today's ","Negative",0.8,1,0.586
974,"RT @COHealthAccess: The biggest winner at the Republican debate was ","Positive",0.8,1,0.586
975,"RT @SalMasekela: Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates","Neutral",0,0,0
976,"@megynkelly  you lost alot of admirers last night.We Republicans are just going to beat ourselves, AGAIN!  #GOPDebate #DonaldTrump","Negative",-0.6,0,0.176
977,"RT @AndrewCryer1: I think that @BernieSanders won the ","Negative",0.6,1,0.572
978,".@megynkelly slayed the ","Positive",0,-1,0
979,"@mcbyrne Trump did NOT threaten Megyn Kelly, drama queen. #GOPDebate #FOXNEWSDEBATE #FoxDebate","Positive",-0.4,1,0.292
980,"Jeb Bush: Im more prolife than others because of Schiavo. ","Neutral",0,0,0
981,"Lmfao ","Negative",0.8,0,0.542
982,"RT @BethBehrs: Classy. ","Negative",0.6,1,0.44
983,"Now America understands why DC has brunches with bottomless mimosas ","Negative",0,1,0
984,".@megynkelly displayed ""utmost authority"" at @foxnews #GOPDebate, critic says. http://t.co/8JbvwJTj3T http://t.co/mel8jxm19b","Positive",-0.1,-1,-0.202
985,"Gov @BobbyJindal Vows to Violate the #FirstAmendment If Elected President http://t.co/AQ8V8C6p0p
#UniteBlue #GOPDebate #LGBT #p2 #topprog","Neutral",-0.4,-1,-0.494
986,"RT @GallagherPreach: It is just me or can anyone else not wait for SNL this weekend for the debate coverage? ","Positive",0,1,0
987,"We looooooove Israel so much. ","Negative",0,0,0
988,"","Positive",0,0,0
989,"RT @SalMasekela: Is Kasich aware that he's making sense? ","Neutral",0,1,0
990,"The #GOPDebates are probably as good a time as any to weigh in on this vital issue: #AprilLives (and #sharknadoyes, @HDTGM )","Neutral",0.6,1,0.625
991,"RT @Sanddragger: ","Positive",0,0,0
992,"RT @stevenoh88: So sad that today is Jon Stewart's last day on @TheDailyShow. I would love to see his take on ","Negative",0.1,0,0.204
993,"RT @ericstonestreet: Trump has Cam hands. ","Positive",0,0,0
994,"Intern on #GOPDebate: ""this lady kept asking questions about gay rights and lesbians and women's rights. It was ridiculous.""","Negative",-0.6,0.333,-0.361
995,"What is ""the Alinsky model, takingadvantage of useful idiots"" #GOPDEBATES #BenCarson","Negative",0.4,0,0.44
996,"Why do you want people at your wedding whose presence has to be commanded? @realDonaldTrump  @TMP  ","Negative",0.2,0,0.077
997,"showed serious differences in approaches to the world &amp; problems within the GOP, and more importantly, the #GOPDebates showed off the crazy.","Negative",-0.4,-1,-0.423
998,"Because we are gluttons for punishment, we watched both debates. We may have a few things to say come Sunday. #GOPDebate","Neutral",0,-1,-0.494
999,"Carly Fiorina wrote an op-ed for us at IJReview after her performance last night.  http://t.co/LdQE8KG2ZW ","Negative",0,0,0
1000,"Definitely Off Topic:

Watched the #GOPDebate last night and was thoroughly entertained.","Neutral",0,1,0.69
