"id","rating","text","afinn","lsd","vader"
962,"neutral","qpr establish international custom base spread 70 country variety organization include bank manufacture company service company govern authority",0.2,0,0.077
963,"neutral","chill meat duct category l meat fish poultry market account share 31. 4",0.2,-1,0.637
964,"negative","earn p share eps amount eur1 37 eur2 30",0.2,0,0.296
965,"positive","componenta s object agree crease exist production line",0.2,1,0.361
966,"neutral","unaudited consolidate result aspocomp group ifrs port standard",0,1,0
967,"neutral","last smartphone running maemo 5 place meego joint project nokia intel open source community",0,1,0
968,"positive","combine activities create value shareholder good employee custom",0.6,1,0.751
969,"neutral","capman six invest area capman buyout capman technology capman life science capman russia capman public market capman real estate dedicate team fund",0,1,0
970,"neutral","part develop world class magnetite deposit karara known potential 30 metric ton annual process magnetite estimate 30 year life",0,0,0
971,"neutral","inventor issue u. s patent",0,0,0
972,"neutral","headquarter sievi list nordic exchange helsinki",0,0,0
973,"negative","scanfil tract manufacture system supply communicate industrial electronic port 108. 7 first half 2008 111. 1 year early",0,0,0
974,"neutral","pharmaceutical poland brand new market analysis give clear overview actual situate future outlook pharmaceutical market poland",0.2,1,0.382
975,"neutral","sale food potato part raisio s plan streamline clarify operate",0,1,0
976,"negative","maritime administrate said ship ignore warn icy condition",-0.3,-1,-0.44
977,"neutral","simmons elect dcuc chairman portsmouth n. h gordon simmons ceo service credit ion elect chairman defense credit ion council 2007 2008 term",0,1,0.691
978,"neutral","aviation system maintenance base kansas generate usd 2. 6 2008",0,1,0
979,"neutral","15 initial public offer announce sweden year compare two period year early bloomberg data show",0,0,0
980,"neutral","operate four principal division consume package office paper speciality paper well market pulp energy",0,0.333,0.494
981,"neutral","s technopolis planning bring first section technopark stream st petersburg end 2008 kari mikkonen vice president technopolis told porter helsinki",0,-1,0
982,"positive","tekla implement renewal software verse introduce spring 2011",0,0,0
983,"neutral","property invest citycon expand furbish _ kersberga shoppe cent stockholm sweden",0.2,0,0.318
984,"neutral","said offshore segment represent 43 total marine engine order july september 2010 period merchant 33 special vessel 18 cruise ferry ship sign 2 3 respective",0,1,0.67
985,"positive","2008 deal likely bring save 20mn 25mn",0.4,0,0.494
986,"neutral","charter accountant british columbia alberta well certify public accountant washington state",0,1,0.273
987,"neutral","resignation take effect immediate",0,-1,-0.296
988,"neutral","sale oxygen measurement strengthen goal focus chosen market segment",0.4,1,0.318
989,"neutral","volume vestment two phase project estimate usd 300mn 215. 03",0,0,0
990,"positive","four quarter orion s went 33. 8 year year eur33m",0,0,0
991,"neutral","garmin fell 4. 5 percent 34. 53 1 33 p. m new york google slid 0. 7 percent 576. 50",0,0,0
992,"neutral","aldata note voice supply chain technology approach enable vdw integrate warehouse manage system",0,0,0
993,"neutral","huhtamaki s rigid plastic consume good operate main europe separate new port segment 1 january",0.6,0,0.34
994,"neutral","russia s video international group hold controlling stake russian media venture",0,0,0
995,"neutral","gram include operational improvement reduction personnel main netherlands",0.4,1,0.459
996,"neutral","filmiteollisuus fine ab transferred talentum oyj form subsidiary",0.4,1,0.202
997,"neutral","ukraine act partner major bakery client production duct develop",0,1,0
998,"positive","allow young child move forward life",0.2,1,0.226
999,"neutral","5,000 megawatt wind farm planned raahe built offshore front ruukki s raahe work",0,0,0
1000,"positive","also turn earn p share eps 0. 08 versus loss p share 0. 04",-0.067,-1,0.273
