"","id","text","rating","afinn","lsd","vader","sums"
"548",548,"My younger siblings were very fond of this book, and it is not without charm. In a complicated adventure, Orlando, Grace and the kittens get lost in outer space. Luckily, they're found by the Dog Star, a large Saint Bernard carrying a barrel of haddock's milk around his neck. The relevant passage was read out so often at bedtime that I believe I can still recall it verbatim:Tinkle [the bad boy of the kittens] hated dogs. 
 ""You've got a nugly nose!"" he hissed. ""It's like a boot!"" 
 ""No haddock's milk for you, Tinkle!"" said Orlando sternly. ""Treats don't come from boots!""",3,0.06,0.231,0.611,1.102
"100",100,"This was interesting to me, because it stands outside the usual children's publishing genres. It looks like an early chapter book, but in content and tone is closer to a picture book and more suitable for a pre-reading pre-school audience. A good possibility for a child who likes longer picture books and is ready to listen for longer than an average picture book takes to read. I wonder if this book has found its ideal audience?",0,0.45,1,0.958,1.1
"875",875,"OMG what a great story and shows the true meaning of Christmas. It makes yo want to start an Angel Tree in your own town Excellent Christmas read.",5,0.45,1,0.898,1.1
"720",720,"Captures the magic of the power going out - how being forced to come together and go outside without any distractions cam be really beautiful. Kind of romanticizes a ""simpler time,"" but that's ok. Nice little touches like the portrait of Edison hanging on the wall.",4,0.36,0.429,0.907,1.094
"955",955,"I was just in Chicago and I missed this part of the Art Institute! I can't wait to go back and explore these rooms. What a great way to introduce the love of museums and a touch of history into a children's story.",5,0.267,0.333,0.812,1.09
"850",850,"What a perfect book! Funny Little Bird is almost invisible. He blends in with everything. Nobody really sees him and he is tired of not being noticed. He discovers a way to stand out and learns that there are dangers afoot for those who show off. The use of negative space is clever and charming. I love the funny little bird and I am glad that he is happy being who he is and helping others in the process.",5,0.418,0.467,0.963,1.09
"253",253,"I just could not fall in love with the turn this book took, where in the other stories there is always conflict you always felt and got happiness back where in this story it felt like it dragged on in a very unhappy manner that you could never really feel to escape even when a cute line was said. 
 I had a hard time making it through the book and am sorry to say could not love the story as I have the first three books.",1,0.091,-0.091,-0.453,1.088
"194",194,"The phrase ""our world is full of hungry and dangerous enemies "" put me off. True enough, I suppose.",1,0,-0.333,-0.542,1.084
"219",219,"Sorry. The illustrations are lovely.",1,0.2,0,0.542,1.084
"354",354,"While waiting in the library for my children to find books I spotted a copy of The Frog Prince, Continued by Jon Scieszka sitting on the table. I decided to read the picture book while I waited. 
 The book as the title implies, is a sequel to the Frog Prince story. The Frog Prince story seems to be coming back in popularity, although by publish date, Scieszka's book is about a decade ahead of the curve. 
 Here the frog is a human prince, married to a human princess. She nags. They aren't living in the opulence promised at the end of the tale. Their relationship is depicted as being like Ralph and Alice Kramden. The prince wants out of the marriage and wants to be a frog again. He goes out into the forest to find a magical creature who can turn him back. He needs Bombina from For Biddle's Sake by Gail Levine (review coming). 
 Although the ending is happy I didn't like the book. There was too much emphasis put on the fantasy cameos and not enough thought to the big picture. The gags feel disjointed and the main character is so unlikable that I couldn't get into the story.",2,0.233,0.2,0.742,1.084
"463",463,"So the bird's mother is a bird. Surprise! I was hoping for a story about how a mother is about relationship not species, but really it's just a confused bird who hatched when his mom was out grocery shopping, then eventually finds her. 
 I smiled when the bird talked to the boat, but other than that this one didn't do it for me.",2,0.133,0.333,0.675,1.084
"841",841,"This gets five stars partially for nostalgia, but it is fantastic and was one of favorite books as a child. My copy is quite battered from being read over and over and over...",5,0.6,0.333,0.872,1.078
"323",323,"Honestly, I can't get why would that book's ending be like that. It's not that I have something against homosexual people, not at all, I'm just saying that the ending was completely disappointing and didn't go with the flow of the whole plot. I really expected way more things and yeah, I can tell it's the kind of book that when you finish it, you just throw it out of the window without even having second thoughts.",1,0.15,0,0.538,1.076
"505",505,"Awesome for 2 reasons: 
 1) It's a picture book version of the family from Maniac Magee. 
 2) L. Pham's illustrations are completely amazing as always.",3,0.8,0.333,0.87,1.074
"108",108,"Wonderful! I wonder if I was so wowed and amazed by the first in the series, this was only a disappointment because magic had happened just one day earlier with Chasing Vermeer. Still, wonderful book. Recommend especially for children with philosophical imaginations.",0,0.4,0.5,0.935,1.07
"809",809,"I'd like to thank NetGalley and the publisher for allowing me a copy of this book in exchange for an honest review. 
 You can find my review of the previous book in the series here, from a year ago. What a change a year can make in my life, but its been so much time apart from the series, maybe I should have re-read the second book first. This book really relied more on the previous books than the second did, and I didn't really like that.However, it is a series, and that does happen. 
 There was just as much action as the previous book, and we revisited many of the past characters. We did get to see more of the Stone parents as they started figuring more into the story line. The religious theme and the Bible were heavy but not overwhelming. The story of Job was a nice parallel. 
 Overall, I enjoyed the book and hope to read the next. I know I said that I would have liked to read the first in the series, well, I just went out and bought it.",4,0.429,0.818,0.964,1.07
"704",704,"Super fun! I agree with Rick Riordan's review that this book has an old-school feeling, much like Charlie and the Chocolate Factory. The characters were delightfully quirky, the mystery was well-paced, well-crafted, and perfectly dark. My only beef is that the ending wrapped up a bit too-nicely for my tastes. The adults swooped in to save the day more than I like, and then they all lived happily ever after. It seemed a bit of a cop-out compared to the genius of the first 95% of the book.",4,0.45,0.778,0.984,1.068
"19",19,"I don't know what to think about this one. It is fun but I kept feeling like I was reading another person's book - the bear series by Karma Wilson.",0,0.467,1,0.731,1.066
"36",36,"Notes: Great font size, and line spacing for an early reader. The boarder surrounding the text helps children focus on the written word. With that said, the illustrations offer many visual clues, and adults should help children in that area as well.",0,0.467,1,0.889,1.066
"92",92,"This was my absolute favorite book as a small child, and what inspired my love for reading.",0,0.467,1,0.886,1.066
"337",337,"An autumn twist to the old song about a lady swallowing a fly. At least this story she swallowed it with an effective outcome, haha. It was cute. 
 Ages: 3 - 6",2,0.467,1,0.844,1.066
"400",400,"It was a decent book with rich illustrations. Because of all the rave reviews it was getting, I expected a little more, however. I realize that it's a children's book, but I expected the story to be a little more in-depth than it was. Regardless, the premise of the story is very nice, and I did enjoy the book.",2,0.467,1,0.894,1.066
"413",413,"I've never been a huge Pamela Allen fan, but there is a little to be amused by in this one.",2,0.467,1,0.538,1.066
"445",445,"I loved the interest the main character had with saints but the money part didn't do anything for me at all. The scene at the end at the railway is beautiful though.",2,0.467,1,0.869,1.066
"519",519,"Loved this book! Such a cute book and I hope that teachers out there really have their classes do these types of assignments.",3,0.467,1,0.878,1.066
"628",628,"Great, colorful illustrations demonstrate how one thing might be big compared to something, but little compared to something else. Would be great to teach Kindergarten and 1st grade about that concept.",3,0.467,1,0.848,1.066
"928",928,"One of my all-time FAVORITE children's book. GREAT MORAL MESSAGEs for all of us. Highly recommend to old and young.",5,0.467,1,0.907,1.066
"949",949,"The kids loved it. E played along with the clues. We tried to solve the puzzles along with Randy and Oliver. Good family read.",5,0.467,1,0.875,1.066
"957",957,"this is super cute. i really like it",5,0.467,1,0.866,1.066
"499",499,"My six year old sat through it with complaisance, but it just wasn't as funny as the concept led me to believe it was. Maybe it was the illustrations-- if so it was the composition of the illustrations, because the critters sure were funny looking; maybe it was the text that dragged. Too bad.",2,0.2,-0.2,-0.331,1.062
"368",368,"I really wanted to love this book but it didn't quite do anything for me. I appreciated the busy and well detailed illustrations. The text and rhymes were lacking. Perhaps some super crazed 4th grade & up Batman fan will appreciate this much more than I did. 
 I received a free copy in exchange for an honest opinion via NetGalley & DC Entertainment",2,0.457,0.6,0.988,1.062
"580",580,"The book was light hearted read. It was little bit spooky though, but it was not gross or frightening. I always hesitated to start a horror book even this one was intended to children. I found myself enjoying it. Living dead made more of zombies than ghosts. Or even vampires avoiding light and craving blood. Josh and Amanda were made believable characters. Whoppingly this series goes to sixty books. But its good because its short and easy read.",3,-0.067,-0.273,0.255,1.056
"885",885,"The Animal Planet Animal Atlas is filled with gorgeous color photographs of animals on every continent. My four year old loves to sit and just look through the book at all the pictures. 
 I love how the book is organized - by continent and then biome. This allows children to see which animals live together in the same regions and how animals adapt to different living conditions. It also demonstrates the ""food web"" (a more accurate term than ""food chain"") very concretely. 
 The information given about each animal is short but interesting. My seven year old loved learning how many of certain animals are left in the wild and what is being done to help those animals. This is a great way to find out what animals children would like to learn more about and then find other resources to go more indepth.",5,0.457,0.846,0.985,1.056
"541",541,"Gekocht als cadeau voor het toekomstige kind van mijn broer. Doordat het een kartonnen boek is, is het ideaal voor kleinere kinderen. En het oefent een basisvaardigheid, het tellen. Ik kan het zeker aanraden als cadeau.",3,0.4,0,0.527,1.054
"610",610,"This is a fun one for a snowy winter day. Unfortunately it's warm and our snow just melted :(",3,0.5,0.333,-0.026,1.052
"745",745,"I received this book via Netgalley in exchange for a honest review. 
 This was a really well-done, sweet book. It made me and my children laugh out loud several times. 
 The premise is what to do if you have a dinosaur in your living room. And the results are hilarious. Half-way through the book my five year old told me, ""Yeah, we need a dinosaur for real."" 
 The illustrations are well done, visually stunning and full of details. We had a lot of fun picking out all the little things drawn in the pictures. 
 This book was the perfect read-along for my five and seven year old and is one we will be investing in for our personal collection.",4,0.475,1,0.977,1.05
"674",674,"This book is my spirit animal. Not sure if it's appropriate for story time, but I appreciate the story of a cranky old woman who just wants to knit in peace. You do you, lady!",4,0.333,0.5,0.858,1.05
"627",627,"Really cute kids' book with a positive message. A little too Pollyanna-ish for me though. And the artwork, while very good, was just not to my taste. Also, there were a couple of instances where the text did not explain the image adequately. Such as when CJ says, ""Sure wish I had one of those,"" referring to some sort of electronic device that some teens are listening to music on, but which is never mentioned in the text. The other one was when it says, 'When he spotted their familiar faces in the window' - but it doesn't ever say whose familiar faces. Overall though, a very good book, worth sharing with children.",3,0.433,0.714,0.957,1.048
"496",496,"Meh wordless story. Fabulous artwork.",2,0.8,1,0.477,1.046
"365",365,"It was fine, but I found the pop up element distracting. Too many things to do to move the parts. I would have liked it better if it was just sparkly. I can't put a book like this in my library.",2,0.4,0.333,0.856,1.046
"401",401,"Uh...who is this written for? I mean yes, the writing is beautiful and it makes you want to keep reading, but my god the schmaltz. Is this a kids' book? I doubt kids would like it.",2,0.233,0.333,0.755,1.044
"315",315,"This book contains of all of the revelatory humor that makes Olivia such a fun character to read about again and again, and combines this with the unique feeling that comes from a Christmas picture book. Ian Falconer definitely shows his writing skills here, and delivers another good read. I would give one and a half stars to Olivia Helps With Christmas.",1,0.48,1,0.92,1.04
"403",403,"Good for sharing with little ones, this tiny book features adorable baby animals rendered in black and white illustrations. The last page is in color and features baby humans at play. I wish there had been a little more to look at here, but youngsters may find the pictures fascinating and like the book's simplicity.",2,0.48,1,0.938,1.04
"418",418,"This was pretty predictable, and I don't think it's just because of my age. Rather, I have read a very similar ~twist~ in at least two other junior/ya books this year. 
 That said, it's always good to have books set in worlds where kids don't have perfect families with plenty of money, and don't go to schools where everyone's nice and you're encouraged to learn.",2,0.48,1,0.813,1.04
"636",636,"We recently bought this for our middle school library, so I thought I'd check it out. It was a quick read, but very entertaining. Kinda unrealistic in a lot of places, but still a cute story with a nice satisfying ending. I think my students will enjoy it, as they do most Gary Paulsen books!",3,0.45,0.667,0.97,1.04
"698",698,"Personally, I'm not a huge fan of many of the poems and lullabies that are included, but the artwork in AMAZING!!!!! Gorgeous. Mesmerising. I was tickled when I discovered the song ""Peace"" which I learned in Girl Scouts over 50 years ago, and it was interesting to discover that the author or Twinkle Twinkle Little Star is known and it's not just ""traditional."" I'd pick this up to read and drool over again....",4,0.48,1,0.973,1.04
"910",910,"Laugh out loud funny! Every adult will remember those mushy books they got as kids and kids today will enjoy the humor! Perfect!",5,0.48,1,0.947,1.04
"925",925,"Yes!! A perfect depiction of family units in all their forms -- big, small, two moms, two dads, one parent, grandparents, adopted, and everything in between. Adorable animal painting collages are laid into photo backgrounds, presented in photo frames. Everything about this wins. Get several copies for gifts.",5,0.48,1,0.931,1.04
"930",930,"Super cute wordless story. Our family is obsessed with pancakes so my two-year-old loved it and requested it often while we had it from the lib. Worth buying.",5,0.48,1,0.905,1.04
"483",483,"Fans of the original book may enjoy returning to the animal characters from the original book and learning a little bit more about colors and the different cars that make up the train. For instance, they encounter a blue tanker, a brown flatbed, and a green well car as well as a red caboose, among others. The book's usefulness comes in its exploration and identification of colors, but some little ones may be confused because the colors that appear on the cars are not realistic. Then again, how realistic is it to have a train filled with animals riding on cars or operating equipment?",2,0.15,0.667,0.557,1.034
"695",695,"Review originally posted on my blog 
 I don't read too many Middle Grade novels but after I heard that there was one based on Jack and the Beanstalk, I immediately added it to my list of ""must read retellings."" Liesel Shurtliff takes a wonderful twist on the original story and creates a unique adventurous tale. Jack is an engaging book with fantastic world-building and it will take you on a brilliant journey. 
 Jack, whose mother constantly refers to him as a ""naughty little boy,"" believes he is destined for great things. After all, he is named after his great-great-great-great-great-great-grandfather, who is known for bringing down nine giants. Jack's father has told him all about his grandfather's heroism but Jack longs to go on an adventure of his own. He doesn't expect that much will happen on his small farm, especially since giants are regarded as a myth. Soon enough, Jack's opportunity to live up to his name arises when giants begin to attack his village and kidnap his father to their land above the clouds. Jack is determined to retrieve his father and so he goes on an adventure with Annabelle, his younger sister, to the giant's land. 
 Jack is a fantastic narrator -- he's funny, engaging, and quite teasing. Although he loves to cause mischief and trick others at the start of the book, he greatly develops as a character and learns many lessons about his previous actions. Additionally, Jack is incredibly determined when it comes to finding his father; he constantly comes up with creative ways to get past hurdles in his path. I really adored Jack's younger sister, Annabelle -- she is super sweet and quickly learns to conquer her fears. She actually ends up playing a much larger role in the story than I expected and ends up helping save the day. 
 The world-building in this book is really well-done and extremely detailed. I was able to easily and vividly imagine the setting. I especially loved that Liesl focused on explaining even the smallest aspects of the giants' land (ex. various bugs and foods) and making the world incredibly unique. Liesl also expands the giants' land to include other creatures such as pixies, magicians, messenger dwarves, and human elves -- she creatively weaves all of the various characters together to create a compelling tale. 
 Jack is a fun and engaging book that will take its readers on a terrific journey. It is filled with fantastic world-building, great dialogue, and wonderful characters, It also has great lessons for younger readers and teaches them that in the end, size doesn't matter and even those who are small can accomplish great tasks.",4,0.485,0.574,0.999,1.028
"975",975,"Fancy Nancy is older now, and she wants to be a detective (jeweled magnifying glass and everything). She just needs a mystery! Soon she has two to solve. She has a ton of integrity (one of many vocabulary words O'Connor works into the text) and it's all very feel good. She's also idolizes Nancy Drew, so I could relate. This will be a great book for kids who loved the Fancy Nancy picture books and now are older and want to see her in chapter books (same amazing illustrations) - in fact, O'Connor wrote the book because so many young readers asked her to.",5,0.486,1,0.964,1.028
"880",880,"This book is absolutely adorable! You shake the book to make snow. Then tilt the book so the bunny can ski down the slope. My 14 month old grandson was just a bit young for it, but he'll love it in a few months!",5,0.6,0.333,0.846,1.026
"986",986,"Buku kedua Serial Anak-anak Mamak yang kubaca setelah Eliana. Tetap suka bahkan udah nangis 5-6 kali selama baca buku ini. Ceritanya sederhana tapi benar-benar mengena. Kalo ini buku sendiri, mungkin bakalan banyak halaman yang aku tandai. Cocok dibaca sama anak-anak, bisa jadi bahan pembelajaran bagi mereka dengan cara yang sangat menyenangkan :') 
 *langsung masukin Pukat dan Burlian ke wishlist*",5,0,0,0.511,1.022
"416",416,"The title poem is pretty clever. ""Mom"" creeps me out, especially with the accompanying ""good night moon"" illustration.",2,0.4,0.333,0.844,1.022
"341",341,"it was incredibly boring and so hard to get through,i was glad it wasn't very long or i probably would've stopped reading it.Definitely don't recommend it:(",2,0,-0.333,-0.51,1.02
"492",492,"THe boy comes to the tree when he's a little boy and they become friends. The tree provided every thing for him and he didn't even say thank you. In the boys time of need the tree was there for him. The tree didn't say no to him because ovbiusly the tree can't talk but I think that the tree would do any thing it could for him. The tree gave every thing away rite down to the tree stump to him and the boy could care less. I don't think the boy realized any of what he was doing to his best friend. It reminds me jack from jack in the bean stalk. If I were the tree I would tell that boy to get a job and stop using me as a back up. I feel really sorry for the tree because he has to put up with the boy and because he can't really do anything about it. This book makes me frustaded at the boy and I feel sad for the tree. Even though with the few paiges the book had there was a lot of frustation and sorrow. I didn't really enjoy those few paiges. The only living thing I liked was the tree in this book.",2,0.08,0.4,0.59,1.02
"501",501,"What will the extremely cute animsls do to overcome the bullies?",2,0.4,0,0.509,1.018
"670",670,"Nzambi Mpungu is creating the animals, she took all day to make the elephant and by night she is too tired to finish her next creation, so she tells crab to come back the next morning for a head. Crab goes to all the other animals bragging about the fine head that he will recieve and invites the other animals to Nzambi's the next morning to watch. Nzambi sees how proud crab is and decides that crab is just fine the way she is. 
 I love these fables of how animals became the way they are. 
 While this book would be an excellent introduction to the animals in Africa, and a fair intro to an African culture. It's not a great multicultural book. There is nothing in this for us to understand the culture of the Bakongo people of Zaire. 
 A fine story, not a good representation of a culture.",4,0.4,0.636,0.908,1.016
"740",740,"I loved this book. It is so important for children to be exposed to different cultures and this book does that. Now that I homeschool, I find myself reading differently. There are so many lessons in this book. India, family, culture, adversity, etc, are all touched upon to the appropriate degree for a middle grade reader. Thank you to the publishers and NetGalley for providing the eBook in exchange for honest review.",4,0.32,0.6,0.827,1.014
"690",690,"This was funny/clever, and the pictures were amusing...one of those books that adults can enjoy along with their kids.",4,0.533,1,0.494,1.012
"551",551,"Synopsis: ""Pax was only a kit when his family was killed, and ""his boy"" Peter rescued him from abandonment and certain death. Now the war front approaches, and when Peter's father enlists, Peter has to move in with his grandpa. Far worse than being forced to leave home is the fact that Pax can't go. Peter listens to his stern father--as he usually does--and throws Pax's favorite toy soldier into the woods. When the fox runs to retrieve it, Peter and his dad get back in the car and leave him there--alone. But before Peter makes it through even one night under his grandfather's roof, regret and duty spur him to action; he packs for a trek to get his best friend back and sneaks into the night. This is the story of Peter, Pax, and their independent struggles to return to one another against all odds. Told from the alternating viewpoints of Peter and Pax."" 
 My Review: I have been wanting to read this book, the cover is stunning and the story sounds like something right up my alley. I downloaded it on audio and Munchkin wanted to listen too, admittedly this book is well advanced for him. Being as I was listening with Munchkin and could only listen to about 15-20 minutes a day, this story took a very long time to finish. The writing is very descriptive and for someone who is younger several of the descriptions really didn't make sense to him, as an adult I enjoyed it but for the target audience that is often on that become a reader or start to hate reading it was maybe a bit much. I did enjoy the characters though and the way each of them developed. The story does tackle some tough subjects from war and PTSD to finding who you are and what is important to you as an individual. The ending was a little lackluster for all the build up and Munchkin kept asking what happened to the war, how did Peter get home, where did he go home? So we were left a little disappointed and almost bored with the ending, it is too bad because it had some really great developments.",3,-0.085,-0.235,-0.59,1.01
"822",822,"Read this book at least 8-9 times a day for my daughter. She loves it and therefore I love it too.",4,0.6,0.333,0.836,1.006
"128",128,"I loved that this book shows a different side of George Washington, one we don't normally see in children's non-fiction about him - more George the farmer, than George the national hero. It makes him more relatable. My girls and I really enjoyed reading this together.",0,0.5,1,0.902,1
"129",129,"I love this wordless picture book, although ""Home"" is more hopeful!",0,0.5,1,0.844,1
"235",235,"Ahhh, Le Petit Prince....would you mind sticking your head in one of them tiny volcanoes, sil vous plais? 
 I realize this is one of those books you're supposed read, raving about its wonders until you're having your undies changed for you in a nursing home. The little twink gets mad at his rose, goes planet hopping, misses his rose then wants to go home. I got mad at the junior high school teacher who assigned this limp waffle and miss the two hours I wasted reading it. 
 Sure ain't no Jackass On A Camel.... 
 http://www.goodreads.com/book/show/97...",1,-0.5,-1,-0.889,1
"307",307,"I did not like this book at all. My kids love it and I try to read what they do but I couldn't get into it.",1,0.5,0,0.261,1
"420",420,"I now know it wasn't Peter Pan the original story that I feel in love with... It was the movie Hook with Robin Williams. 
 The ending I enjoyed better than the entire story.",2,0.5,1,0.914,1
"534",534,"Good story about helping friends.",3,0.5,1,0.802,1
"539",539,"finished 1/23/13 
 Adorable memoir about a frisky, yet loveable dog.",3,0.5,1,0.637,1
"576",576,"Edwardo is messy and an adult tells him he's the messiest kid in the word. So he becomes messier and messier. Repeat with rude, cruel, dirty, etc and we observe how kids live up to our expectations of them.",3,-0.5,-1,-0.904,1
"615",615,"I would've enjoyed it more when I was little -- I loved things like books and measuring and dogs and whatnot in books. I would've picked out all those things and wanted to read it over and over again to see them.",3,0.5,1,0.857,1
"657",657,"This is cute, and the final twist is perfect. However, I don't think it's a ""classic in the making.""",3,0.5,1,0.772,1
"679",679,"Natalie really enjoyed this one! Some of the librarian tactics can be seen as outdated for many public libraries nowadays, but this book offers a charming look at one little girl's FAVORITE day of the week: library day!",4,0.5,1,0.93,1
"716",716,"Beautiful illustrations and a really cute story.",4,0.5,1,0.802,1
"718",718,"Great book for kids age 8-11... So creatively written, and the character's names are enough to keep you reading. Ha! This is book one of a series...",4,0.5,1,0.862,1
"723",723,"Love this version of The Night Before Christmas - it's hilarious, and librarians and library staff can all relate!!",4,0.5,1,0.817,1
"789",789,"Menyenangkan membaca kisah Appleblossom si Possum. 
 Buku ini sangat menarik dibaca, cute, lucu, banyak informasi tentang kehidupan seekor Possum. Jujur, gue mengenal banyak tentang Possum melalu kisah ini hahaha. Banyak pesan yang diselipkan juga oleh penulisnya. 
 Penulisnya menggambarkan dengan cara yang unik, bagaimana Possum menjalani hari-harinya. Yaitu dengan cara bermain peran. 
 Fix, Holly Goldberg Sloan jadi salah satu penulis fave gue. Setelah counting by 7's, kisah ini juga memikat hati gue.",4,0.5,1,0.859,1
"793",793,"I love how this includes the original letter published in the Sun.. cute story to accompany the editorial.",4,0.5,1,0.859,1
"903",903,"its good. but im better. :)",5,0.5,1,0.869,1
"911",911,"Katherine Applegate has created characters that really make the reader care. Her use of language is lovely and draws the reader right into the story.",5,0.5,1,0.84,1
"935",935,"One of my absolute all-time favorites! I loved the illustrations as a child!",5,0.5,1,0.807,1
"942",942,"Even though I was only browsing this, I feel confident that, had I read every word, I'd still be impressed.",5,0.5,1,0.743,1
"958",958,"Cute. Love Noah's tattoo.",5,0.5,1,0.802,1
"981",981,"Great story based on true events.",5,0.5,1,0.785,1
"847",847,"Balloons Over Broadway: The True Story of the Puppeteer of Macy's ParadeMelissa Sweet 
 ""Every little movement has a meaning of its own."" - Tony Sarg 
 Whether we watch it or not, most of us cannot recall a time when Macy's Thanksgiving Day parade was not an established part of the holiday season. Balloons over Broadway is the story of innovative puppeteer Tony Sarg's involvement with Macy's and his creation of the iconic balloon characters that populate the famous parade. 
 Sarg became a marionette man at the tender age of six by devising a rope and pulley system that allowed him to feed the chickens without getting out of his cozy bed. He simply loved deciphering how things worked. After moving to London as an adult, Sarg discovered that puppetry was a fading art form and decided he was just the man to revive it. He taught himself to make puppets, and then experimented until his marionettes' movements were as smooth and authentic as a human actor's would be. Sarg's fame grew as word spread of his incredible marionettes and their expressive, lifelike performances. He moved to New York City and began performing on Broadway. R.H. Macy was so impressed that he asked Sarg to create something spectacular for his next project: a holiday parade that would honor the festival traditions of the store's many immigrant employees and celebrate the American holiday of Thanksgiving. Thanks to Tony Sarg's incredible imagination and skill, awed audiences still gather to see beloved characters march along New York City's famous skyline in Macy's parade. 
 Caldecott Honor Winner Melissa Sweet's brilliant mixed-media collages combine with her endearing watercolors to evoke a respectful, affectionate scrapbook celebrating the wit, humor, and whimsy of Tony Sarg and his many ingenious creations. Sweet's collages -- fashioned of fabric bits, found objects, and handmade toys and dolls -- add texture, depth, and a sense of fun that reaches off the page, enticing the reader to examine each detail with care. Sweet's prose is engaging and informative, pulling the reader into the story of Sarg and the Macy's Thanksgiving Day parade. She outlines the difficulties that arose, shaped the design and creation of Sarg's massive marionettes, and the improvements that followed. 
 Sweet's playful illustrations depict her story, but more than that, each page is rife with details that enhance the reader's understanding of Tony Sarg and the joy he found in creating his toys and puppets. Sarg's belief, ""I have never done a stroke of work in my life,"" resonates throughout the book, emphasizing that, for Sarg, work was play, and his life's work was a labor of love. Among the busiest artists of his day, Sarg always found time for his favorite audience - children. He personally replied to every single letter he received. Balloons over Broadway is a gorgeous, enjoyable book perfect for bedtime at home, storytime at school, or research for a project. An author's note and source list are appended.",5,0.5,0.927,0.998,0.996
"156",156,"This is a really good book and teaches a lot about friendship and how not to let prejudice overcome her.",0,0.6,0.333,0.831,0.996
"167",167,"Strange but true - I've never read this classic even though I've seen it a million times in libraries and bookstores! 
 Just came across this title in the 10/08 Issue of VOYA mentioned in an article about Synesthesia. 
 Looking forward to reading it!",0,0.1,0.5,0.597,0.994
"308",308,"The cover is the best part about this book. That and the interior illustrations. This book *looks* like it would be comparable to Mary Poppins and/or Mrs. Pigglewiggle. The book *looks* like it would be a funny story for an age-group that doesn't get much attention. But. The writing just did NOT work for me at all. The writing--especially the dialogue--was so terribly unnatural and awkward. Trying much too hard to be Dick and Jane, maybe? I don't know. 
 A tall building, with one apartment stacked on top of another--that is where Nick and Maxine came to live with their parents. They had not lived there very long when Maxine said to Nick, ""Come to my room. I have discovered something."" ""What?"" Nick asked. ""What have you discovered?"" ""You can see it out the window,"" Maxine said. ""But you have to stand with your head in that corner."" ""But there is a chest of drawers in that corner,"" Nick said. ""I know there is,"" Maxine said. ""You have to stand on top of the chest of drawers and lean your head into the corner and look out the window and down. Then you will see it."" ""Is that how you saw it?"" What were you doing standing on top of the chest of drawers?"" ""Just do it. Tell me what you see."" Nick climbed onto the chest of drawers. He leaned his head into the corner. He looked out the window and down. ""I see grass. I see trees and flowers. There is a little old-fashioned house."" ""It is nice,"" Maxine said. ""The house is cute. Did you know there was a backyard to this building with a cute little house in it?"" ""I did not,"" Nick said. ""We should go down there."" ""Yes,"" Maxine said. (1-4) 
 I mean, it's just PAINFUL to read the text of this one. I didn't find anything delightful about this one.",1,0.2,0.176,0.672,0.992
"442",442,"A very sad, but sweet children's book",2,0,0,0.494,0.988
"796",796,"My fav part of the book was/is the title.",4,0,0,0.494,0.988
"918",918,"Keith Haring was a kind and generous soul who thought art was for everyone and belonged everywhere for people to enjoy, not just hanging up in expensive art galleries. His art was worth a lot of money, but often he gave his work away or donated the money to charity because he just wanted to keep drawing; he never did it for the money. Sadly, Keith died young at the age of 31 of complications from AIDS, but his legacy lives on today in his familiar, accessible, and beloved artwork.",5,0.171,0.4,0.665,0.988
"888",888,"this favorite childhood book was the one to encourage me to read my first Shakespeare play.",5,0.4,0.333,0.827,0.988
"604",604,"I liked the concept and think that for someone who really likes dragons, this is a good book. I sometimes got lost in remembering which dragon had what abilities. I was happy that there was a species descriptions at the beginning of the book. I will probably not read the rest of the series myself but have recommended it to others.",3,0.314,0.6,0.807,0.986
"639",639,"This isn't bad, but just no where near Edith Hamilton's collection. It is written in a nice chronological order that makes things flow, just the volume does not compare.",3,-0.067,0,0.426,0.986
"536",536,"So glad I read this. VERY different than the disney movie. It jumps right in and back out again, and before you can blink, the story is over.",3,0.6,1,0.509,0.982
"726",726,"Former Army Captain Luis Carlos Montalvan was wounded during his two tours in Iraq. Montalvan suffered from a traumatic brain injury and also post traumatic stress disorder (PTSD). Recovery was difficult when he returned home, and he ended up withdrawing from friends and family. 
 In this picture book, golden retriever service dog Tuesday shows readers what his life is like helping Montalvan through daily life. He provides companionship and encouragement. Tuesday can even sense when Montalvan is about to have a panic attack and can help him get through it. ""Every morning my friend Louis wakes up to this... ""Rise and shine,"" I tell him with a lick. ""The sun is up."""" 
 I especially liked the author's note at the end, where Montalvan explains service dogs to young readers. ""Tuesday is a service dog. Service dogs are trained to help people with disabilities live more independent and happy lives.""",4,0,0.12,-0.37,0.98
"652",652,"A ""house that Jack built"" style Christmas story. Colorful fun illustrations.",3,0.8,1,0.511,0.978
"899",899,"Another fun Pigeon story",5,0.8,1,0.511,0.978
"770",770,"This cute story is about a kitten who thinks he is very brave and sets out to find a mouse to chase - if he only knew what a mouse looked like. The mouse is clever, Max is determined, and the surprise ending is funny.",4,0.467,0.714,0.956,0.978
"127",127,"Somehow or other I missed reading this during my childhood. I'm not sure how I would have felt about it back then, so I'm not going to rate it.",0,-0.4,0,-0.487,0.974
"742",742,"I loved this book but I still liked the first one better. This one seemed a little rushed and sometimes stuff seemed a little out there. But it was still cute and adorable. A great book for kids and adults that love fiction. As said before don't read this unless you read the first book ""Doll People"".",4,0.514,1,0.986,0.972
